"Gene Symbol","p-value","FDR","Odd ratio","Number of interactions","microRNA 1","microRNA 2","microRNA 3","microRNA 4"
"MMP14","0.0497","0.161","0.0508","1","hsa-miR-24-3p","","",""
"NHS","0.0483","0.161","0.180","2","hsa-miR-24-3p","hsa-miR-3909","",""
"P2RY11","0.0497","0.161","0.0508","1","hsa-miR-3909","","",""
"PARM1","0.0497","0.161","0.0508","1","hsa-miR-215-5p","","",""
"PPARG","0.0497","0.161","0.0508","1","hsa-miR-215-5p","","",""
"RPS6KA6","0.0497","0.161","0.0508","1","hsa-miR-5010-3p","","",""
"SAP30","0.0497","0.161","0.0508","1","hsa-miR-215-5p","","",""
"SLC13A4","0.0497","0.161","0.0508","1","hsa-miR-3074-5p","","",""
"SMARCA2","0.0497","0.161","0.0508","1","hsa-miR-215-5p","","",""
"SPRED2","0.0497","0.161","0.0508","1","hsa-miR-215-5p","","",""
"TAF15","0.0497","0.161","0.0508","1","hsa-miR-24-3p","","",""
"TCHHL1","0.0497","0.161","0.0508","1","hsa-miR-5010-3p","","",""
"USP10","0.0497","0.161","0.0508","1","hsa-miR-24-3p","","",""
"ZDHHC23","0.0497","0.161","0.0508","1","hsa-miR-215-5p","","",""
"CBX2","0.0506","0.164","0.185","2","hsa-miR-503-5p","hsa-miR-3173-5p","",""
"ARL2BP","0.0541","0.169","0.0554","1","hsa-miR-215-5p","","",""
"ARL8A","0.0540","0.169","0.192","2","hsa-miR-146a-5p","hsa-miR-146b-5p","",""
"C17orf99","0.0541","0.169","0.0554","1","hsa-miR-5010-3p","","",""
"CDC20","0.0541","0.169","0.0554","1","hsa-miR-215-5p","","",""
"CDH12","0.0541","0.169","0.0554","1","hsa-miR-5010-3p","","",""
"CENPF","0.0541","0.169","0.0554","1","hsa-miR-215-5p","","",""
"CEP128","0.0541","0.169","0.0554","1","hsa-miR-215-5p","","",""
"DBR1","0.0541","0.169","0.0554","1","hsa-miR-24-3p","","",""
"DLGAP4","0.0541","0.169","0.0554","1","hsa-miR-3909","","",""
"HNRNPA1L2","0.0529","0.169","0.189","2","hsa-miR-3173-5p","hsa-miR-503-5p","",""
"IQGAP1","0.0541","0.169","0.0554","1","hsa-miR-215-5p","","",""
"ND5","0.0541","0.169","0.0554","1","hsa-miR-1180-3p","","",""
"NTPCR","0.0541","0.169","0.0554","1","hsa-miR-24-3p","","",""
"PER2","0.0529","0.169","0.189","2","hsa-miR-24-3p","hsa-miR-425-3p","",""
"PLS3","0.0541","0.169","0.0554","1","hsa-miR-215-5p","","",""
"PORCN","0.0541","0.169","0.0554","1","hsa-miR-5010-3p","","",""
"PRPF6","0.0541","0.169","0.0554","1","hsa-miR-24-3p","","",""
"REEP1","0.0541","0.169","0.0554","1","hsa-miR-215-5p","","",""
"REG4","0.0541","0.169","0.0554","1","hsa-miR-24-3p","","",""
"REPS2","0.0541","0.169","0.0554","1","hsa-miR-24-3p","","",""
"RIF1","0.0540","0.169","0.192","2","hsa-miR-24-3p","hsa-miR-503-5p","",""
"SKA1","0.0541","0.169","0.0554","1","hsa-miR-215-5p","","",""
"SLC16A7","0.0541","0.169","0.0554","1","hsa-miR-215-5p","","",""
"TNFRSF1B","0.0541","0.169","0.0554","1","hsa-miR-3909","","",""
"TNK2","0.0541","0.169","0.0554","1","hsa-miR-24-3p","","",""
"TRIM68","0.0541","0.169","0.0554","1","hsa-miR-215-5p","","",""
"ZNF248","0.0541","0.169","0.0554","1","hsa-miR-215-5p","","",""
"ZNF776","0.0541","0.169","0.0554","1","hsa-miR-215-5p","","",""
"MKI67","0.0552","0.172","0.194","2","hsa-miR-215-5p","hsa-miR-3074-5p","",""
"ZNF281","0.0552","0.172","0.194","2","hsa-miR-3909","hsa-miR-24-3p","",""
"INSIG1","0.0564","0.175","0.196","2","hsa-miR-215-5p","hsa-miR-24-3p","",""
"PSME3","0.0564","0.175","0.196","2","hsa-miR-24-3p","hsa-miR-425-3p","",""
"ADAMTS1","0.0585","0.175","0.0600","1","hsa-miR-1180-3p","","",""
"AP1S2","0.0585","0.175","0.0600","1","hsa-miR-215-5p","","",""
"BTC","0.0585","0.175","0.0600","1","hsa-miR-215-5p","","",""
"C17orf49","0.0585","0.175","0.0600","1","hsa-miR-24-3p","","",""
"C17orf58","0.0585","0.175","0.0600","1","hsa-miR-215-5p","","",""
"DNAJC10","0.0567","0.175","0.303","3","hsa-miR-3074-5p","hsa-miR-503-5p","hsa-miR-24-3p",""
"ECT2","0.0585","0.175","0.0600","1","hsa-miR-215-5p","","",""
"FAM234A","0.0585","0.175","0.0600","1","hsa-miR-24-3p","","",""
"GCN1","0.0585","0.175","0.0600","1","hsa-miR-425-3p","","",""
"HIST2H2BF","0.0585","0.175","0.0600","1","hsa-miR-1180-3p","","",""
"LDHB","0.0585","0.175","0.0600","1","hsa-miR-24-3p","","",""
"LRRC58","0.0581","0.175","0.306","3","hsa-miR-3173-5p","hsa-miR-4677-3p","hsa-miR-24-3p",""
"MACF1","0.0585","0.175","0.0600","1","hsa-miR-215-5p","","",""
"MALAT1","0.0585","0.175","0.0600","1","hsa-miR-146b-5p","","",""
"MIS18BP1","0.0585","0.175","0.0600","1","hsa-miR-215-5p","","",""
"MRPL50","0.0585","0.175","0.0600","1","hsa-miR-215-5p","","",""
"MTA2","0.0585","0.175","0.0600","1","hsa-miR-146a-5p","","",""
"NDUFA10","0.0585","0.175","0.0600","1","hsa-miR-3909","","",""
"NSF","0.0585","0.175","0.0600","1","hsa-miR-215-5p","","",""
"OSBPL1A","0.0585","0.175","0.0600","1","hsa-miR-146a-5p","","",""
"PCDHA4","0.0585","0.175","0.0600","1","hsa-miR-3074-5p","","",""
"RPP25L","0.0585","0.175","0.0600","1","hsa-miR-5010-3p","","",""
"RTN4RL1","0.0585","0.175","0.0600","1","hsa-miR-5010-3p","","",""
"TBL1X","0.0585","0.175","0.0600","1","hsa-miR-215-5p","","",""
"UVRAG","0.0585","0.175","0.0600","1","hsa-miR-215-5p","","",""
"VPS13C","0.0585","0.175","0.0600","1","hsa-miR-215-5p","","",""
"ZNF45","0.0585","0.175","0.0600","1","hsa-miR-215-5p","","",""
"DYNLL2","0.0600","0.180","0.203","2","hsa-miR-503-5p","hsa-miR-24-3p","",""
"ATP2B3","0.0629","0.182","0.0646","1","hsa-miR-3909","","",""
"CNTF","0.0629","0.182","0.0646","1","hsa-miR-5010-3p","","",""
"DBF4","0.0629","0.182","0.0646","1","hsa-miR-24-3p","","",""
"EIF4G3","0.0629","0.182","0.0646","1","hsa-miR-24-3p","","",""
"EML6","0.0629","0.182","0.0646","1","hsa-miR-215-5p","","",""
"EPHA5","0.0629","0.182","0.0646","1","hsa-miR-5010-3p","","",""
"EPOR","0.0629","0.182","0.0646","1","hsa-miR-503-5p","","",""
"FAM182B","0.0629","0.182","0.0646","1","hsa-miR-215-5p","","",""
"GAS2L3","0.0629","0.182","0.0646","1","hsa-miR-215-5p","","",""
"INPP5F","0.0629","0.182","0.0646","1","hsa-miR-215-5p","","",""
"LRIT3","0.0629","0.182","0.0646","1","hsa-miR-4677-3p","","",""
"LRWD1","0.0629","0.182","0.0646","1","hsa-miR-503-5p","","",""
"MCM3","0.0629","0.182","0.0646","1","hsa-miR-215-5p","","",""
"NREP","0.0629","0.182","0.0646","1","hsa-miR-215-5p","","",""
"ORC4","0.0612","0.182","0.205","2","hsa-miR-503-5p","hsa-miR-215-5p","",""
"PBX1","0.0629","0.182","0.0646","1","hsa-miR-3074-5p","","",""
"PSMC1","0.0629","0.182","0.0646","1","hsa-miR-3074-5p","","",""
"RAB11FIP2","0.0629","0.182","0.0646","1","hsa-miR-215-5p","","",""
"RPS5","0.0629","0.182","0.0646","1","hsa-miR-503-5p","","",""
"SLC12A8","0.0629","0.182","0.0646","1","hsa-miR-425-3p","","",""
"SLC2A12","0.0629","0.182","0.0646","1","hsa-miR-5010-3p","","",""
"TBC1D14","0.0629","0.182","0.0646","1","hsa-miR-24-3p","","",""
"TNFRSF13B","0.0629","0.182","0.0646","1","hsa-miR-24-3p","","",""
"UACA","0.0629","0.182","0.0646","1","hsa-miR-215-5p","","",""
"UBASH3B","0.0629","0.182","0.0646","1","hsa-miR-215-5p","","",""
"YTHDC1","0.0625","0.182","0.208","2","hsa-miR-503-5p","hsa-miR-24-3p","",""
"ZNF282","0.0629","0.182","0.0646","1","hsa-miR-503-5p","","",""
"ERGIC1","0.0637","0.184","0.210","2","hsa-miR-24-3p","hsa-miR-4677-3p","",""
"GPC4","0.0637","0.184","0.210","2","hsa-miR-215-5p","hsa-miR-24-3p","",""
"RHOA","0.0637","0.184","0.210","2","hsa-miR-146b-5p","hsa-miR-146a-5p","",""
"GATA6","0.0641","0.185","0.319","3","hsa-miR-3074-5p","hsa-miR-425-3p","hsa-miR-24-3p",""
"AGFG1","0.0672","0.187","0.0693","1","hsa-miR-24-3p","","",""
"AP4S1","0.0672","0.187","0.0693","1","hsa-miR-5010-3p","","",""
"CACNG1","0.0672","0.187","0.0693","1","hsa-miR-5010-3p","","",""
"CHD8","0.0672","0.187","0.0693","1","hsa-miR-24-3p","","",""
"CINP","0.0672","0.187","0.0693","1","hsa-miR-24-3p","","",""
"CRYBG3","0.0672","0.187","0.0693","1","hsa-miR-215-5p","","",""
"CXCR5","0.0672","0.187","0.0693","1","hsa-miR-3074-5p","","",""
"CXXC5","0.0672","0.187","0.0693","1","hsa-miR-4677-3p","","",""
"CYP24A1","0.0672","0.187","0.0693","1","hsa-miR-215-5p","","",""
"FZD1","0.0672","0.187","0.0693","1","hsa-miR-215-5p","","",""
"GAB2","0.0672","0.187","0.0693","1","hsa-miR-215-5p","","",""
"GCH1","0.0672","0.187","0.0693","1","hsa-miR-215-5p","","",""
"GLRA2","0.0672","0.187","0.0693","1","hsa-miR-5010-3p","","",""
"GREM2","0.0672","0.187","0.0693","1","hsa-miR-503-5p","","",""
"HIST1H3A","0.0672","0.187","0.0693","1","hsa-miR-3909","","",""
"KCNJ5","0.0672","0.187","0.0693","1","hsa-miR-24-3p","","",""
"KIF14","0.0672","0.187","0.0693","1","hsa-miR-215-5p","","",""
"L2HGDH","0.0662","0.187","0.215","2","hsa-miR-215-5p","hsa-miR-503-5p","",""
"LSM12","0.0672","0.187","0.0693","1","hsa-miR-24-3p","","",""
"PEAK3","0.0672","0.187","0.0693","1","hsa-miR-24-3p","","",""
"PIP4K2B","0.0672","0.187","0.0693","1","hsa-miR-215-5p","","",""
"PNP","0.0672","0.187","0.0693","1","hsa-miR-5010-3p","","",""
"RANBP1","0.0672","0.187","0.0693","1","hsa-miR-24-3p","","",""
"SDC3","0.0672","0.187","0.0693","1","hsa-miR-4677-3p","","",""
"SFR1","0.0672","0.187","0.0693","1","hsa-miR-215-5p","","",""
"SIVA1","0.0672","0.187","0.0693","1","hsa-miR-3909","","",""
"SLC16A14","0.0672","0.187","0.0693","1","hsa-miR-215-5p","","",""
"THBD","0.0672","0.187","0.0693","1","hsa-miR-215-5p","","",""
"UBE3A","0.0672","0.187","0.0693","1","hsa-miR-24-3p","","",""
"WDCP","0.0672","0.187","0.0693","1","hsa-miR-215-5p","","",""
"ZC3H15","0.0672","0.187","0.0693","1","hsa-miR-24-3p","","",""
"ATG9A","0.0675","0.187","0.217","2","hsa-miR-146b-5p","hsa-miR-146a-5p","",""
"KIF5B","0.0675","0.187","0.217","2","hsa-miR-215-5p","hsa-miR-503-5p","",""
"AP5B1","0.0716","0.190","0.0739","1","hsa-miR-24-3p","","",""
"APC2","0.0716","0.190","0.0739","1","hsa-miR-4677-3p","","",""
"APOOL","0.0716","0.190","0.0739","1","hsa-miR-24-3p","","",""
"ARHGEF7","0.0716","0.190","0.0739","1","hsa-miR-24-3p","","",""
"C21orf33","0.0716","0.190","0.0739","1","hsa-miR-3909","","",""
"CASK","0.0716","0.190","0.0739","1","hsa-miR-503-5p","","",""
"CCDC6","0.0713","0.190","0.224","2","hsa-miR-146a-5p","hsa-miR-146b-5p","",""
"COA7","0.0716","0.190","0.0739","1","hsa-miR-5010-3p","","",""
"CXCR4","0.0716","0.190","0.0739","1","hsa-miR-146a-5p","","",""
"DBNDD1","0.0716","0.190","0.0739","1","hsa-miR-24-3p","","",""
"EIF4H","0.0713","0.190","0.224","2","hsa-miR-24-3p","hsa-miR-503-5p","",""
"ERMP1","0.0716","0.190","0.0739","1","hsa-miR-215-5p","","",""
"FAS","0.0716","0.190","0.0739","1","hsa-miR-146a-5p","","",""
"FUBP1","0.0716","0.190","0.0739","1","hsa-miR-215-5p","","",""
"IDH2","0.0716","0.190","0.0739","1","hsa-miR-3074-5p","","",""
"IFIT1","0.0716","0.190","0.0739","1","hsa-miR-146a-5p","","",""
"JADE1","0.0716","0.190","0.0739","1","hsa-miR-5010-3p","","",""
"LANCL1","0.0716","0.190","0.0739","1","hsa-miR-503-5p","","",""
"LRRFIP2","0.0716","0.190","0.0739","1","hsa-miR-215-5p","","",""
"MAPK7","0.0716","0.190","0.0739","1","hsa-miR-24-3p","","",""
"MELTF","0.0716","0.190","0.0739","1","hsa-miR-215-5p","","",""
"NOL9","0.0713","0.190","0.224","2","hsa-miR-215-5p","hsa-miR-24-3p","",""
"NUTF2","0.0716","0.190","0.0739","1","hsa-miR-5010-3p","","",""
"PCDHB2","0.0716","0.190","0.0739","1","hsa-miR-24-3p","","",""
"PGBD5","0.0716","0.190","0.0739","1","hsa-miR-24-3p","","",""
"RRAS","0.0716","0.190","0.0739","1","hsa-miR-24-3p","","",""
"SETX","0.0716","0.190","0.0739","1","hsa-miR-24-3p","","",""
"SIGLEC8","0.0716","0.190","0.0739","1","hsa-miR-215-5p","","",""
"SLC46A3","0.0716","0.190","0.0739","1","hsa-miR-215-5p","","",""
"SPTBN1","0.0716","0.190","0.0739","1","hsa-miR-215-5p","","",""
"TAF1","0.0716","0.190","0.0739","1","hsa-miR-24-3p","","",""
"TDG","0.0716","0.190","0.0739","1","hsa-miR-215-5p","","",""
"TMEM164","0.0716","0.190","0.0739","1","hsa-miR-215-5p","","",""
"TRAK1","0.0716","0.190","0.0739","1","hsa-miR-503-5p","","",""
"TWSG1","0.0716","0.190","0.0739","1","hsa-miR-24-3p","","",""
"UHRF1BP1L","0.0716","0.190","0.0739","1","hsa-miR-24-3p","","",""
"ABCB11","0.0759","0.198","0.0785","1","hsa-miR-3074-5p","","",""
"BCAR1","0.0759","0.198","0.0785","1","hsa-miR-24-3p","","",""
"BCLAF1","0.0759","0.198","0.0785","1","hsa-miR-146a-5p","","",""
"CCDC121","0.0759","0.198","0.0785","1","hsa-miR-215-5p","","",""
"CCDC58","0.0759","0.198","0.0785","1","hsa-miR-24-3p","","",""
"CPT1B","0.0759","0.198","0.0785","1","hsa-miR-3074-5p","","",""
"CUL5","0.0759","0.198","0.0785","1","hsa-miR-215-5p","","",""
"EAF1","0.0759","0.198","0.0785","1","hsa-miR-215-5p","","",""
"KAT2B","0.0759","0.198","0.0785","1","hsa-miR-215-5p","","",""
"KLF17","0.0759","0.198","0.0785","1","hsa-miR-24-3p","","",""
"MAD2L1","0.0759","0.198","0.0785","1","hsa-miR-215-5p","","",""
"MTSS1","0.0759","0.198","0.0785","1","hsa-miR-215-5p","","",""
"PLIN5","0.0759","0.198","0.0785","1","hsa-miR-24-3p","","",""
"PLP1","0.0759","0.198","0.0785","1","hsa-miR-5010-3p","","",""
"SRSF4","0.0759","0.198","0.0785","1","hsa-miR-1180-3p","","",""
"TNFRSF11A","0.0759","0.198","0.0785","1","hsa-miR-503-5p","","",""
"ZNF215","0.0759","0.198","0.0785","1","hsa-miR-215-5p","","",""
"ADD3","0.0802","0.203","0.0831","1","hsa-miR-24-3p","","",""
"APC","0.0802","0.203","0.0831","1","hsa-miR-215-5p","","",""
"APOL2","0.0802","0.203","0.0831","1","hsa-miR-24-3p","","",""
"C11orf44","0.0802","0.203","0.0831","1","hsa-miR-5010-3p","","",""
"C8orf46","0.0802","0.203","0.0831","1","hsa-miR-215-5p","","",""
"CADPS2","0.0802","0.203","0.0831","1","hsa-miR-215-5p","","",""
"CCAR2","0.0802","0.203","0.0831","1","hsa-miR-24-3p","","",""
"CENPK","0.0802","0.203","0.0831","1","hsa-miR-215-5p","","",""
"CTH","0.0802","0.203","0.0831","1","hsa-miR-215-5p","","",""
"DSE","0.0802","0.203","0.0831","1","hsa-miR-3074-5p","","",""
"GCLM","0.0802","0.203","0.0831","1","hsa-miR-24-3p","","",""
"HSPA2","0.0802","0.203","0.0831","1","hsa-miR-215-5p","","",""
"LRP8","0.0802","0.203","0.0831","1","hsa-miR-215-5p","","",""
"MMAB","0.0793","0.203","0.238","2","hsa-miR-3909","hsa-miR-5010-3p","",""
"PHF6","0.0802","0.203","0.0831","1","hsa-miR-215-5p","","",""
"PRSS23","0.0802","0.203","0.0831","1","hsa-miR-215-5p","","",""
"RASGRP1","0.0802","0.203","0.0831","1","hsa-miR-4677-3p","","",""
"SSX2","0.0802","0.203","0.0831","1","hsa-miR-5010-3p","","",""
"SSX2B","0.0802","0.203","0.0831","1","hsa-miR-5010-3p","","",""
"ST7L","0.0802","0.203","0.0831","1","hsa-miR-24-3p","","",""
"TCEAL1","0.0802","0.203","0.0831","1","hsa-miR-1180-3p","","",""
"TECRL","0.0802","0.203","0.0831","1","hsa-miR-5010-3p","","",""
"THOC2","0.0802","0.203","0.0831","1","hsa-miR-1180-3p","","",""
"TMTC2","0.0802","0.203","0.0831","1","hsa-miR-215-5p","","",""
"VAMP4","0.0802","0.203","0.0831","1","hsa-miR-5010-3p","","",""
"VGLL3","0.0802","0.203","0.0831","1","hsa-miR-24-3p","","",""
"ZDHHC2","0.0802","0.203","0.0831","1","hsa-miR-215-5p","","",""
"TMEM2","0.0806","0.204","0.240","2","hsa-miR-215-5p","hsa-miR-3909","",""
"AMMECR1","0.0845","0.206","0.0877","1","hsa-miR-215-5p","","",""
"B4GALT6","0.0845","0.206","0.0877","1","hsa-miR-215-5p","","",""
"C1orf106","0.0845","0.206","0.0877","1","hsa-miR-24-3p","","",""
"CCDC14","0.0845","0.206","0.0877","1","hsa-miR-215-5p","","",""
"DCAF4","0.0845","0.206","0.0877","1","hsa-miR-24-3p","","",""
"EPDR1","0.0845","0.206","0.0877","1","hsa-miR-215-5p","","",""
"FGF2","0.0820","0.206","0.242","2","hsa-miR-503-5p","hsa-miR-215-5p","",""
"FOXH1","0.0845","0.206","0.0877","1","hsa-miR-3173-5p","","",""
"FPGS","0.0845","0.206","0.0877","1","hsa-miR-4677-3p","","",""
"GLIS3","0.0845","0.206","0.0877","1","hsa-miR-3909","","",""
"HIBADH","0.0845","0.206","0.0877","1","hsa-miR-215-5p","","",""
"HIST1H4C","0.0845","0.206","0.0877","1","hsa-miR-425-3p","","",""
"HMGN4","0.0845","0.206","0.0877","1","hsa-miR-5010-3p","","",""
"IFI44L","0.0845","0.206","0.0877","1","hsa-miR-146a-5p","","",""
"IMPA1","0.0845","0.206","0.0877","1","hsa-miR-215-5p","","",""
"ISLR2","0.0845","0.206","0.0877","1","hsa-miR-425-3p","","",""
"KLF12","0.0845","0.206","0.0877","1","hsa-miR-4677-3p","","",""
"LMNB2","0.0836","0.206","0.356","3","hsa-miR-215-5p","hsa-miR-24-3p","hsa-miR-3074-5p",""
"MAPK9","0.0845","0.206","0.0877","1","hsa-miR-215-5p","","",""
"MED24","0.0845","0.206","0.0877","1","hsa-miR-24-3p","","",""
"MIS18A","0.0845","0.206","0.0877","1","hsa-miR-24-3p","","",""
"MX2","0.0845","0.206","0.0877","1","hsa-miR-146a-5p","","",""
"NDE1","0.0845","0.206","0.0877","1","hsa-miR-215-5p","","",""
"NFX1","0.0845","0.206","0.0877","1","hsa-miR-24-3p","","",""
"NOS1","0.0845","0.206","0.0877","1","hsa-miR-146a-5p","","",""
"P3H1","0.0845","0.206","0.0877","1","hsa-miR-4677-3p","","",""
"PPM1N","0.0845","0.206","0.0877","1","hsa-miR-4677-3p","","",""
"PRKAR2A","0.0833","0.206","0.245","2","hsa-miR-503-5p","hsa-miR-3173-5p","",""
"PRKCH","0.0845","0.206","0.0877","1","hsa-miR-24-3p","","",""
"RACK1","0.0845","0.206","0.0877","1","hsa-miR-1180-3p","","",""
"RPSAP58","0.0845","0.206","0.0877","1","hsa-miR-5010-3p","","",""
"SERTAD4","0.0845","0.206","0.0877","1","hsa-miR-215-5p","","",""
"SLU7","0.0845","0.206","0.0877","1","hsa-miR-24-3p","","",""
"SOX2","0.0845","0.206","0.0877","1","hsa-miR-146a-5p","","",""
"STAT1","0.0845","0.206","0.0877","1","hsa-miR-146a-5p","","",""
"STRADB","0.0845","0.206","0.0877","1","hsa-miR-24-3p","","",""
"TRAP1","0.0845","0.206","0.0877","1","hsa-miR-1180-3p","","",""
"ZNF117","0.0820","0.206","0.242","2","hsa-miR-146a-5p","hsa-miR-146b-5p","",""
"ZNF691","0.0845","0.206","0.0877","1","hsa-miR-503-5p","","",""
"CAPN15","0.0847","0.206","0.247","2","hsa-miR-24-3p","hsa-miR-3909","",""
"NAV1","0.0861","0.209","0.249","2","hsa-miR-5010-3p","hsa-miR-24-3p","",""
"CLDN19","0.0887","0.211","0.0923","1","hsa-miR-5010-3p","","",""
"COX2","0.0887","0.211","0.0923","1","hsa-miR-146a-5p","","",""
"CXCL12","0.0887","0.211","0.0923","1","hsa-miR-146a-5p","","",""
"FAM83C","0.0887","0.211","0.0923","1","hsa-miR-1180-3p","","",""
"GULP1","0.0887","0.211","0.0923","1","hsa-miR-215-5p","","",""
"HSF2","0.0887","0.211","0.0923","1","hsa-miR-24-3p","","",""
"KANK1","0.0887","0.211","0.0923","1","hsa-miR-503-5p","","",""
"KDM2B","0.0887","0.211","0.0923","1","hsa-miR-146a-5p","","",""
"KIF5C","0.0887","0.211","0.0923","1","hsa-miR-215-5p","","",""
"KIFC1","0.0887","0.211","0.0923","1","hsa-miR-215-5p","","",""
"LHFPL6","0.0887","0.211","0.0923","1","hsa-miR-215-5p","","",""
"NID1","0.0887","0.211","0.0923","1","hsa-miR-215-5p","","",""
"NOB1","0.0887","0.211","0.0923","1","hsa-miR-215-5p","","",""
"PIGX","0.0887","0.211","0.0923","1","hsa-miR-215-5p","","",""
"PTGS2","0.0887","0.211","0.0923","1","hsa-miR-146a-5p","","",""
"RPL35","0.0887","0.211","0.0923","1","hsa-miR-1180-3p","","",""
"SMC4","0.0887","0.211","0.0923","1","hsa-miR-215-5p","","",""
"SNTB1","0.0887","0.211","0.0923","1","hsa-miR-24-3p","","",""
"SNX10","0.0887","0.211","0.0923","1","hsa-miR-215-5p","","",""
"STARD5","0.0887","0.211","0.0923","1","hsa-miR-3074-5p","","",""
"TMEM117","0.0887","0.211","0.0923","1","hsa-miR-5010-3p","","",""
"TRIM23","0.0887","0.211","0.0923","1","hsa-miR-215-5p","","",""
"TUT1","0.0887","0.211","0.0923","1","hsa-miR-503-5p","","",""
"CDCA4","0.0903","0.214","0.256","2","hsa-miR-215-5p","hsa-miR-503-5p","",""
"KMT2A","0.0903","0.214","0.256","2","hsa-miR-215-5p","hsa-miR-1180-3p","",""
"PRIM1","0.0903","0.214","0.256","2","hsa-miR-215-5p","hsa-miR-24-3p","",""
"ABCE1","0.0930","0.216","0.0970","1","hsa-miR-24-3p","","",""
"ANTXR1","0.0930","0.216","0.0970","1","hsa-miR-3909","","",""
"ATP5B","0.0930","0.216","0.0970","1","hsa-miR-24-3p","","",""
"CCDC47","0.0930","0.216","0.0970","1","hsa-miR-215-5p","","",""
"CDC42SE2","0.0930","0.216","0.0970","1","hsa-miR-503-5p","","",""
"COBLL1","0.0930","0.216","0.0970","1","hsa-miR-215-5p","","",""
"CYP26B1","0.0930","0.216","0.0970","1","hsa-miR-503-5p","","",""
"DLGAP5","0.0930","0.216","0.0970","1","hsa-miR-215-5p","","",""
"DNAJB5","0.0930","0.216","0.0970","1","hsa-miR-215-5p","","",""
"EPS8","0.0930","0.216","0.0970","1","hsa-miR-215-5p","","",""
"GINM1","0.0931","0.216","0.261","2","hsa-miR-215-5p","hsa-miR-24-3p","",""
"HNF4A","0.0930","0.216","0.0970","1","hsa-miR-24-3p","","",""
"HSPA1B","0.0931","0.216","0.261","2","hsa-miR-146b-5p","hsa-miR-425-3p","",""
"KBTBD11","0.0930","0.216","0.0970","1","hsa-miR-215-5p","","",""
"METAP2","0.0930","0.216","0.0970","1","hsa-miR-24-3p","","",""
"PIM2","0.0930","0.216","0.0970","1","hsa-miR-24-3p","","",""
"RMI1","0.0930","0.216","0.0970","1","hsa-miR-215-5p","","",""
"RPL15","0.0930","0.216","0.0970","1","hsa-miR-503-5p","","",""
"TAF1B","0.0930","0.216","0.0970","1","hsa-miR-24-3p","","",""
"TMEM94","0.0930","0.216","0.0970","1","hsa-miR-24-3p","","",""
"TXNDC5","0.0930","0.216","0.0970","1","hsa-miR-503-5p","","",""
"AGO1","0.0945","0.218","0.263","2","hsa-miR-503-5p","hsa-miR-146b-5p","",""
"B3GALNT1","0.0972","0.218","0.102","1","hsa-miR-215-5p","","",""
"BMP7","0.0972","0.218","0.102","1","hsa-miR-24-3p","","",""
"CDCA7","0.0972","0.218","0.102","1","hsa-miR-24-3p","","",""
"COCH","0.0972","0.218","0.102","1","hsa-miR-215-5p","","",""
"CTNNBIP1","0.0972","0.218","0.102","1","hsa-miR-215-5p","","",""
"DDX5","0.0972","0.218","0.102","1","hsa-miR-24-3p","","",""
"DMTF1","0.0972","0.218","0.102","1","hsa-miR-503-5p","","",""
"ELOVL1","0.0972","0.218","0.102","1","hsa-miR-215-5p","","",""
"GTF2E1","0.0972","0.218","0.102","1","hsa-miR-24-3p","","",""
"HEXIM1","0.0972","0.218","0.102","1","hsa-miR-503-5p","","",""
"HNRNPK","0.0972","0.218","0.102","1","hsa-miR-503-5p","","",""
"HS6ST3","0.0972","0.218","0.102","1","hsa-miR-5010-3p","","",""
"KCNMB4","0.0972","0.218","0.102","1","hsa-miR-215-5p","","",""
"KY","0.0972","0.218","0.102","1","hsa-miR-3173-5p","","",""
"LURAP1L","0.0972","0.218","0.102","1","hsa-miR-503-5p","","",""
"NPVF","0.0972","0.218","0.102","1","hsa-miR-3909","","",""
"NUDCD2","0.0972","0.218","0.102","1","hsa-miR-24-3p","","",""
"NUMB","0.0972","0.218","0.102","1","hsa-miR-146a-5p","","",""
"OSBPL8","0.0972","0.218","0.102","1","hsa-miR-215-5p","","",""
"OTUB2","0.0972","0.218","0.102","1","hsa-miR-215-5p","","",""
"PBOV1","0.0972","0.218","0.102","1","hsa-miR-5010-3p","","",""
"PPP1R1C","0.0972","0.218","0.102","1","hsa-miR-146a-5p","","",""
"RIOK3","0.0972","0.218","0.102","1","hsa-miR-3074-5p","","",""
"RNASEL","0.0972","0.218","0.102","1","hsa-miR-215-5p","","",""
"RPS7","0.0972","0.218","0.102","1","hsa-miR-24-3p","","",""
"SERPINA3","0.0972","0.218","0.102","1","hsa-miR-3909","","",""
"SOX17","0.0972","0.218","0.102","1","hsa-miR-5010-3p","","",""
"SRRT","0.0972","0.218","0.102","1","hsa-miR-24-3p","","",""
"TP53INP2","0.0972","0.218","0.102","1","hsa-miR-3909","","",""
"TYW3","0.0972","0.218","0.102","1","hsa-miR-24-3p","","",""
"UBE2W","0.0972","0.218","0.102","1","hsa-miR-215-5p","","",""
"WASF2","0.0945","0.218","0.263","2","hsa-miR-146a-5p","hsa-miR-24-3p","",""
"ACP6","0.101","0.222","0.106","1","hsa-miR-24-3p","","",""
"AP3M2","0.101","0.222","0.106","1","hsa-miR-215-5p","","",""
"ARHGEF18","0.101","0.222","0.106","1","hsa-miR-24-3p","","",""
"ATF6","0.101","0.222","0.106","1","hsa-miR-503-5p","","",""
"C1orf35","0.101","0.222","0.106","1","hsa-miR-425-3p","","",""
