"Gene Symbol","p-value","FDR","Odd ratio","Number of interactions","microRNA 1","microRNA 2","microRNA 3","microRNA 4"
"TSKU","0.492","0.651","0.636","1","hsa-miR-24-3p","","",""
"TSPAN14","0.492","0.651","0.636","1","hsa-miR-24-3p","","",""
"TSPAN3","0.492","0.651","0.636","1","hsa-miR-3184-5p","","",""
"VAT1","0.492","0.651","0.636","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"VGLL3","0.492","0.651","0.636","1","hsa-miR-24-3p","","",""
"VPS53","0.492","0.651","0.636","1","hsa-miR-215-5p","","",""
"WNK1","0.492","0.651","0.636","1","hsa-miR-215-5p","","",""
"ADD3","0.510","0.653","0.668","1","hsa-miR-24-3p","","",""
"AGFG2","0.510","0.653","0.668","1","hsa-miR-24-3p","","",""
"AGPS","0.510","0.653","0.668","1","hsa-miR-24-3p","","",""
"ATP2B1","0.510","0.653","0.668","1","hsa-miR-24-3p","","",""
"BRD4","0.510","0.653","0.668","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"CDC42BPA","0.510","0.653","0.668","1","hsa-miR-324-5p","","",""
"CREB5","0.510","0.653","0.668","1","hsa-miR-215-5p","","",""
"CTDSPL","0.510","0.653","0.668","1","hsa-miR-503-5p","","",""
"CYP26B1","0.510","0.653","0.668","1","hsa-miR-503-5p","","",""
"DTNA","0.510","0.653","0.668","1","hsa-miR-24-3p","","",""
"EIF4G2","0.510","0.653","0.668","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"ELAVL3","0.510","0.653","0.668","1","hsa-miR-3184-5p","","",""
"FAM107B","0.510","0.653","0.668","1","hsa-miR-24-3p","","",""
"FAM46A","0.510","0.653","0.668","1","hsa-miR-24-3p","","",""
"FAM73A","0.510","0.653","0.668","1","hsa-miR-503-5p","","",""
"FAM73B","0.510","0.653","0.668","1","hsa-miR-503-5p","","",""
"FGF2","0.510","0.653","0.668","1","hsa-miR-503-5p","","",""
"FRMD4B","0.510","0.653","0.668","1","hsa-miR-215-5p","","",""
"GAREM","0.510","0.653","0.668","1","hsa-miR-503-5p","","",""
"GFPT1","0.510","0.653","0.668","1","hsa-miR-24-3p","","",""
"GHR","0.510","0.653","0.668","1","hsa-miR-503-5p","","",""
"GIGYF1","0.510","0.653","0.668","1","hsa-miR-24-3p","","",""
"GLCE","0.510","0.653","0.668","1","hsa-miR-503-5p","","",""
"GNAI3","0.510","0.653","0.668","1","hsa-miR-503-5p","","",""
"IGF2R","0.510","0.653","0.668","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"INSIG1","0.510","0.653","0.668","1","hsa-miR-24-3p","","",""
"LHFPL2","0.510","0.653","0.668","1","hsa-miR-24-3p","","",""
"MGAT4A","0.510","0.653","0.668","1","hsa-miR-24-3p","","",""
"N4BP1","0.510","0.653","0.668","1","hsa-miR-503-5p","","",""
"NACC1","0.510","0.653","0.668","1","hsa-miR-3184-5p","","",""
"NRP1","0.510","0.653","0.668","1","hsa-miR-24-3p","","",""
"PRKACB","0.510","0.653","0.668","1","hsa-miR-215-5p","","",""
"RARB","0.510","0.653","0.668","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"RNF19B","0.510","0.653","0.668","1","hsa-miR-3184-5p","","",""
"RPS6KB1","0.510","0.653","0.668","1","hsa-miR-24-3p","","",""
"SEMA6A","0.510","0.653","0.668","1","hsa-miR-24-3p","","",""
"SENP5","0.510","0.653","0.668","1","hsa-miR-503-5p","","",""
"SLITRK4","0.510","0.653","0.668","1","hsa-miR-324-5p","","",""
"SNN","0.510","0.653","0.668","1","hsa-miR-24-3p","","",""
"STK40","0.510","0.653","0.668","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"TFCP2L1","0.510","0.653","0.668","1","hsa-miR-503-5p","","",""
"TMED8","0.510","0.653","0.668","1","hsa-miR-24-3p","","",""
"TRABD2B","0.510","0.653","0.668","1","hsa-miR-503-5p","","",""
"TRPM7","0.510","0.653","0.668","1","hsa-miR-215-5p","","",""
"UBA6","0.510","0.653","0.668","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"UNC13A","0.510","0.653","0.668","1","hsa-miR-503-5p","","",""
"SCN1A","0.511","0.654","0.811","2","hsa-miR-146a-5p/hsa-miR-146b-5p","hsa-miR-215-5p","",""
"BTG2","0.527","0.662","0.700","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"CACNA1E","0.527","0.662","0.700","1","hsa-miR-24-3p","","",""
"CAMK2D","0.527","0.662","0.700","1","hsa-miR-24-3p","","",""
"CCNT1","0.527","0.662","0.700","1","hsa-miR-324-5p","","",""
"CTDSP2","0.527","0.662","0.700","1","hsa-miR-191-5p","","",""
"CXADR","0.527","0.662","0.700","1","hsa-miR-24-3p","","",""
"JARID2","0.527","0.662","0.700","1","hsa-miR-503-5p","","",""
"KAT6A","0.527","0.662","0.700","1","hsa-miR-24-3p","","",""
"KIAA0087","0.527","0.662","0.700","1","hsa-miR-24-3p","","",""
"KIF1B","0.527","0.662","0.700","1","hsa-miR-215-5p","","",""
"NEUROD1","0.527","0.662","0.700","1","hsa-miR-24-3p","","",""
"NPTX1","0.527","0.662","0.700","1","hsa-miR-24-3p","","",""
"NRAS","0.527","0.662","0.700","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"OXSR1","0.527","0.662","0.700","1","hsa-miR-191-5p","","",""
"PIK3R3","0.527","0.662","0.700","1","hsa-miR-24-3p","","",""
"PTPN9","0.527","0.662","0.700","1","hsa-miR-24-3p","","",""
"RBM27","0.527","0.662","0.700","1","hsa-miR-24-3p","","",""
"REEP1","0.527","0.662","0.700","1","hsa-miR-24-3p","","",""
"RPS6KA6","0.527","0.662","0.700","1","hsa-miR-503-5p","","",""
"ST8SIA3","0.527","0.662","0.700","1","hsa-miR-503-5p","","",""
"UBE2V2","0.527","0.662","0.700","1","hsa-miR-215-5p","","",""
"VCPIP1","0.527","0.662","0.700","1","hsa-miR-24-3p","","",""
"VTI1A","0.527","0.662","0.700","1","hsa-miR-24-3p","","",""
"YTHDC1","0.527","0.662","0.700","1","hsa-miR-503-5p","","",""
"ZNF395","0.527","0.662","0.700","1","hsa-miR-24-3p","","",""
"SP1","0.535","0.672","0.843","2","hsa-miR-24-3p","hsa-miR-324-5p","",""
"AJAP1","0.544","0.674","0.732","1","hsa-miR-191-5p","","",""
"AK4","0.544","0.674","0.732","1","hsa-miR-503-5p","","",""
"APPL1","0.544","0.674","0.732","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"ARL4C","0.544","0.674","0.732","1","hsa-miR-215-5p","","",""
"CLVS2","0.544","0.674","0.732","1","hsa-miR-215-5p","","",""
"FAM208A","0.544","0.674","0.732","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"GABPB2","0.544","0.674","0.732","1","hsa-miR-215-5p","","",""
"GPR75","0.544","0.674","0.732","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"INSIG2","0.544","0.674","0.732","1","hsa-miR-324-5p","","",""
"KAT6B","0.544","0.674","0.732","1","hsa-miR-24-3p","","",""
"KIAA0355","0.544","0.674","0.732","1","hsa-miR-24-3p","","",""
"LIN28A","0.544","0.674","0.732","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"NKAP","0.544","0.674","0.732","1","hsa-miR-24-3p","","",""
"PHACTR2","0.544","0.674","0.732","1","hsa-miR-503-5p","","",""
"PSME3","0.544","0.674","0.732","1","hsa-miR-324-5p","","",""
"PTPRT","0.544","0.674","0.732","1","hsa-miR-215-5p","","",""
"TGIF2","0.544","0.674","0.732","1","hsa-miR-24-3p","","",""
"ZBTB39","0.544","0.674","0.732","1","hsa-miR-503-5p","","",""
"ZFP36L1","0.544","0.674","0.732","1","hsa-miR-215-5p","","",""
"TSC22D2","0.546","0.677","0.859","2","hsa-miR-24-3p","hsa-miR-503-5p","",""
"AC012215.1","0.560","0.682","0.764","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"BCL9L","0.560","0.682","0.764","1","hsa-miR-503-5p","","",""
"BRMS1L","0.560","0.682","0.764","1","hsa-miR-191-5p","","",""
"CBX6","0.560","0.682","0.764","1","hsa-miR-324-5p","","",""
"CNOT6","0.560","0.682","0.764","1","hsa-miR-24-3p","","",""
"FGF7","0.560","0.682","0.764","1","hsa-miR-503-5p","","",""
"FMNL3","0.560","0.682","0.764","1","hsa-miR-3184-5p","","",""
"GAN","0.558","0.682","0.875","2","hsa-miR-324-5p","hsa-miR-503-5p","",""
"GPC4","0.560","0.682","0.764","1","hsa-miR-24-3p","","",""
"HEG1","0.560","0.682","0.764","1","hsa-miR-24-3p","","",""
"JAZF1","0.560","0.682","0.764","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"KIAA1549L","0.560","0.682","0.764","1","hsa-miR-24-3p","","",""
"KIAA2018","0.560","0.682","0.764","1","hsa-miR-24-3p","","",""
"LPP","0.558","0.682","0.875","2","hsa-miR-24-3p","hsa-miR-503-5p","",""
"MAPRE2","0.560","0.682","0.764","1","hsa-miR-191-5p","","",""
"MARK1","0.560","0.682","0.764","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"OGT","0.560","0.682","0.764","1","hsa-miR-24-3p","","",""
"PVRL1","0.560","0.682","0.764","1","hsa-miR-503-5p","","",""
"ROR1","0.560","0.682","0.764","1","hsa-miR-24-3p","","",""
"SKI","0.560","0.682","0.764","1","hsa-miR-503-5p","","",""
"SMTNL2","0.560","0.682","0.764","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"SNX27","0.560","0.682","0.764","1","hsa-miR-24-3p","","",""
"UCK2","0.560","0.682","0.764","1","hsa-miR-24-3p","","",""
"WAPAL","0.560","0.682","0.764","1","hsa-miR-24-3p","","",""
"WDFY2","0.560","0.682","0.764","1","hsa-miR-24-3p","","",""
"APP","0.576","0.690","0.795","1","hsa-miR-324-5p","","",""
"BPTF","0.576","0.690","0.795","1","hsa-miR-503-5p","","",""
"CHRM3","0.576","0.690","0.795","1","hsa-miR-3184-5p","","",""
"DDX6","0.576","0.690","0.795","1","hsa-miR-3184-5p","","",""
"DESI1","0.576","0.690","0.795","1","hsa-miR-503-5p","","",""
"DICER1","0.576","0.690","0.795","1","hsa-miR-215-5p","","",""
"EIF5","0.576","0.690","0.795","1","hsa-miR-24-3p","","",""
"FSTL4","0.576","0.690","0.795","1","hsa-miR-503-5p","","",""
"KPNA4","0.569","0.690","0.891","2","hsa-miR-215-5p","hsa-miR-24-3p","",""
"MAP3K9","0.576","0.690","0.795","1","hsa-miR-324-5p","","",""
"MARCH6","0.576","0.690","0.795","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"NFATC2","0.576","0.690","0.795","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"NFE2L1","0.576","0.690","0.795","1","hsa-miR-503-5p","","",""
"PDCD4","0.576","0.690","0.795","1","hsa-miR-503-5p","","",""
"PGM2L1","0.576","0.690","0.795","1","hsa-miR-503-5p","","",""
"RAB2A","0.576","0.690","0.795","1","hsa-miR-215-5p","","",""
"SETBP1","0.576","0.690","0.795","1","hsa-miR-324-5p","","",""
"SMAD5","0.576","0.690","0.795","1","hsa-miR-24-3p","","",""
"SOX12","0.576","0.690","0.795","1","hsa-miR-3184-5p","","",""
"SP8","0.576","0.690","0.795","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"SYT1","0.576","0.690","0.795","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"UBE2R2","0.576","0.690","0.795","1","hsa-miR-3184-5p","","",""
"USP6NL","0.576","0.690","0.795","1","hsa-miR-324-5p","","",""
"AMMECR1","0.591","0.698","0.827","1","hsa-miR-191-5p","","",""
"ATAD2B","0.591","0.698","0.827","1","hsa-miR-24-3p","","",""
"BDNF","0.591","0.698","0.827","1","hsa-miR-191-5p","","",""
"CLCN3","0.591","0.698","0.827","1","hsa-miR-24-3p","","",""
"DCAF12","0.591","0.698","0.827","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"GBX2","0.591","0.698","0.827","1","hsa-miR-24-3p","","",""
"GOSR1","0.591","0.698","0.827","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"GPBP1","0.591","0.698","0.827","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"INO80","0.591","0.698","0.827","1","hsa-miR-3184-5p","","",""
"IPMK","0.591","0.698","0.827","1","hsa-miR-24-3p","","",""
"MFHAS1","0.591","0.698","0.827","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"NEDD4L","0.591","0.698","0.827","1","hsa-miR-24-3p","","",""
"PAQR3","0.591","0.698","0.827","1","hsa-miR-24-3p","","",""
"PLEKHM3","0.591","0.698","0.827","1","hsa-miR-24-3p","","",""
"PRKCA","0.591","0.698","0.827","1","hsa-miR-24-3p","","",""
"RAB11FIP1","0.591","0.698","0.827","1","hsa-miR-24-3p","","",""
"RIMS4","0.591","0.698","0.827","1","hsa-miR-3184-5p","","",""
"SLITRK3","0.591","0.698","0.827","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"SOGA3","0.591","0.698","0.827","1","hsa-miR-215-5p","","",""
"TMEM135","0.591","0.698","0.827","1","hsa-miR-324-5p","","",""
"UNC5D","0.591","0.698","0.827","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"WASF2","0.591","0.698","0.827","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"ZFX","0.591","0.698","0.827","1","hsa-miR-324-5p","","",""
"KCMF1","0.592","0.698","0.923","2","hsa-miR-146a-5p/hsa-miR-146b-5p","hsa-miR-24-3p","",""
"AGO4","0.606","0.705","0.859","1","hsa-miR-24-3p","","",""
"BCL2","0.606","0.705","0.859","1","hsa-miR-503-5p","","",""
"C17orf85","0.606","0.705","0.859","1","hsa-miR-24-3p","","",""
"C1orf21","0.606","0.705","0.859","1","hsa-miR-503-5p","","",""
"CHD1","0.606","0.705","0.859","1","hsa-miR-324-5p","","",""
"EBF3","0.606","0.705","0.859","1","hsa-miR-24-3p","","",""
"EXOC5","0.606","0.705","0.859","1","hsa-miR-24-3p","","",""
"FKBP5","0.606","0.705","0.859","1","hsa-miR-3184-5p","","",""
"GDNF","0.606","0.705","0.859","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"GRSF1","0.606","0.705","0.859","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"IKZF3","0.606","0.705","0.859","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"MAFG","0.606","0.705","0.859","1","hsa-miR-24-3p","","",""
"NFYA","0.606","0.705","0.859","1","hsa-miR-503-5p","","",""
"PAFAH1B2","0.606","0.705","0.859","1","hsa-miR-503-5p","","",""
"PARD6B","0.606","0.705","0.859","1","hsa-miR-503-5p","","",""
"PBX1","0.606","0.705","0.859","1","hsa-miR-324-5p","","",""
"PIK3R1","0.606","0.705","0.859","1","hsa-miR-503-5p","","",""
"ROBO1","0.606","0.705","0.859","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"SLC24A4","0.606","0.705","0.859","1","hsa-miR-3184-5p","","",""
"TCF7L2","0.606","0.705","0.859","1","hsa-miR-191-5p","","",""
"VEZF1","0.606","0.705","0.859","1","hsa-miR-3184-5p","","",""
"ACVR2B","0.613","0.711","0.955","2","hsa-miR-215-5p","hsa-miR-503-5p","",""
"ARID5B","0.620","0.711","0.891","1","hsa-miR-24-3p","","",""
"CALN1","0.620","0.711","0.891","1","hsa-miR-191-5p","","",""
"DCUN1D5","0.620","0.711","0.891","1","hsa-miR-24-3p","","",""
"DNAL1","0.620","0.711","0.891","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"GDF6","0.620","0.711","0.891","1","hsa-miR-324-5p","","",""
"GJC1","0.620","0.711","0.891","1","hsa-miR-324-5p","","",""
"GRAMD1B","0.620","0.711","0.891","1","hsa-miR-24-3p","","",""
"KLF13","0.620","0.711","0.891","1","hsa-miR-324-5p","","",""
"MEF2A","0.620","0.711","0.891","1","hsa-miR-24-3p","","",""
"MLEC","0.620","0.711","0.891","1","hsa-miR-24-3p","","",""
"PARP8","0.620","0.711","0.891","1","hsa-miR-215-5p","","",""
"PCDH10","0.620","0.711","0.891","1","hsa-miR-24-3p","","",""
"PCNP","0.620","0.711","0.891","1","hsa-miR-215-5p","","",""
"RAD54L2","0.620","0.711","0.891","1","hsa-miR-24-3p","","",""
"RFX7","0.620","0.711","0.891","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"RUNX1","0.620","0.711","0.891","1","hsa-miR-215-5p","","",""
"SMURF1","0.620","0.711","0.891","1","hsa-miR-503-5p","","",""
"SUV420H1","0.620","0.711","0.891","1","hsa-miR-191-5p","","",""
"TPRG1","0.620","0.711","0.891","1","hsa-miR-503-5p","","",""
"USP31","0.620","0.711","0.891","1","hsa-miR-503-5p","","",""
"ZNF654","0.620","0.711","0.891","1","hsa-miR-24-3p","","",""
"BACE1","0.634","0.717","0.923","1","hsa-miR-24-3p","","",""
"C16orf52","0.634","0.717","0.923","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"CCDC85C","0.634","0.717","0.923","1","hsa-miR-24-3p","","",""
"DCAF7","0.634","0.717","0.923","1","hsa-miR-503-5p","","",""
"DDHD1","0.634","0.717","0.923","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"FAM46C","0.634","0.717","0.923","1","hsa-miR-24-3p","","",""
"GMEB1","0.634","0.717","0.923","1","hsa-miR-215-5p","","",""
"KLHL18","0.634","0.717","0.923","1","hsa-miR-24-3p","","",""
"LAMC1","0.634","0.717","0.923","1","hsa-miR-24-3p","","",""
"MAP3K3","0.634","0.717","0.923","1","hsa-miR-3184-5p","","",""
"MATR3","0.634","0.717","0.923","1","hsa-miR-24-3p","","",""
"MKL2","0.634","0.717","0.923","1","hsa-miR-24-3p","","",""
"NFASC","0.634","0.717","0.923","1","hsa-miR-24-3p","","",""
"PHLPP2","0.634","0.717","0.923","1","hsa-miR-24-3p","","",""
"PIK3C2A","0.634","0.717","0.923","1","hsa-miR-503-5p","","",""
"PLXDC2","0.634","0.717","0.923","1","hsa-miR-24-3p","","",""
"PRKG1","0.634","0.717","0.923","1","hsa-miR-215-5p","","",""
"RUNX1T1","0.634","0.717","0.986","2","hsa-miR-146a-5p/hsa-miR-146b-5p","hsa-miR-215-5p","",""
"SATB2","0.634","0.717","0.923","1","hsa-miR-191-5p","","",""
"SCAI","0.634","0.717","0.923","1","hsa-miR-503-5p","","",""
"SZRD1","0.634","0.717","0.923","1","hsa-miR-24-3p","","",""
"TMEM33","0.634","0.717","0.923","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"TP53INP2","0.634","0.717","0.923","1","hsa-miR-324-5p","","",""
"UBN2","0.634","0.717","0.986","2","hsa-miR-24-3p","hsa-miR-503-5p","",""
"ARHGAP26","0.647","0.725","0.955","1","hsa-miR-24-3p","","",""
"CELF2","0.645","0.725","1.00","2","hsa-miR-146a-5p/hsa-miR-146b-5p","hsa-miR-24-3p","",""
"CSNK1G1","0.647","0.725","0.955","1","hsa-miR-24-3p","","",""
"FTO","0.647","0.725","0.955","1","hsa-miR-215-5p","","",""
"GABBR2","0.647","0.725","0.955","1","hsa-miR-24-3p","","",""
"RAP1B","0.647","0.725","0.955","1","hsa-miR-24-3p","","",""
"REPS2","0.647","0.725","0.955","1","hsa-miR-24-3p","","",""
"RNF217","0.647","0.725","0.955","1","hsa-miR-215-5p","","",""
"RSBN1L","0.647","0.725","0.955","1","hsa-miR-24-3p","","",""
"SETD9","0.647","0.725","0.955","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"SRGAP1","0.647","0.725","0.955","1","hsa-miR-324-5p","","",""
"STRBP","0.647","0.725","0.955","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"ZNF280C","0.647","0.725","0.955","1","hsa-miR-215-5p","","",""
"ZNF423","0.647","0.725","0.955","1","hsa-miR-503-5p","","",""
"ACVR2A","0.660","0.731","0.986","1","hsa-miR-215-5p","","",""
"AGO3","0.655","0.731","1.02","2","hsa-miR-24-3p","hsa-miR-503-5p","",""
"ARMC8","0.660","0.731","0.986","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"ARPP19","0.660","0.731","0.986","1","hsa-miR-503-5p","","",""
"C16orf72","0.660","0.731","0.986","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"GJA9","0.660","0.731","0.986","1","hsa-miR-503-5p","","",""
"KIF2A","0.660","0.731","0.986","1","hsa-miR-24-3p","","",""
"LONRF3","0.660","0.731","0.986","1","hsa-miR-503-5p","","",""
"LPHN1","0.660","0.731","0.986","1","hsa-miR-503-5p","","",""
"NRG2","0.660","0.731","0.986","1","hsa-miR-324-5p","","",""
"PDGFRA","0.660","0.731","0.986","1","hsa-miR-24-3p","","",""
"PIK3CB","0.660","0.731","0.986","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"PKIA","0.660","0.731","0.986","1","hsa-miR-3184-5p","","",""
"RAP2C","0.660","0.731","0.986","1","hsa-miR-24-3p","","",""
"SMURF2","0.660","0.731","0.986","1","hsa-miR-503-5p","","",""
"TP53INP1","0.660","0.731","0.986","1","hsa-miR-24-3p","","",""
"TRERF1","0.660","0.731","0.986","1","hsa-miR-215-5p","","",""
"WEE1","0.660","0.731","0.986","1","hsa-miR-503-5p","","",""
"BAZ2A","0.673","0.735","1.02","1","hsa-miR-3184-5p","","",""
"BCL2L11","0.673","0.735","1.02","1","hsa-miR-24-3p","","",""
"EPB41L1","0.673","0.735","1.02","1","hsa-miR-24-3p","","",""
"ETNK1","0.673","0.735","1.02","1","hsa-miR-24-3p","","",""
"ETS1","0.673","0.735","1.02","1","hsa-miR-24-3p","","",""
"FAM168B","0.673","0.735","1.02","1","hsa-miR-24-3p","","",""
"FNDC3B","0.673","0.735","1.02","1","hsa-miR-215-5p","","",""
"GSK3B","0.673","0.735","1.02","1","hsa-miR-24-3p","","",""
"HELZ","0.673","0.735","1.02","1","hsa-miR-503-5p","","",""
"MTMR3","0.673","0.735","1.02","1","hsa-miR-24-3p","","",""
"MYO9A","0.673","0.735","1.02","1","hsa-miR-215-5p","","",""
"NUCKS1","0.673","0.735","1.02","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"ONECUT3","0.673","0.735","1.02","1","hsa-miR-3184-5p","","",""
"PAPPA","0.673","0.735","1.02","1","hsa-miR-503-5p","","",""
"PRKAA2","0.673","0.735","1.02","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"RNF150","0.673","0.735","1.02","1","hsa-miR-24-3p","","",""
"RRAGD","0.673","0.735","1.02","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"SGIP1","0.673","0.735","1.02","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"SMARCA5","0.673","0.735","1.02","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"SRGAP3","0.673","0.735","1.02","1","hsa-miR-215-5p","","",""
"WIPF2","0.673","0.735","1.02","1","hsa-miR-3184-5p","","",""
"ZNF609","0.673","0.735","1.02","1","hsa-miR-3184-5p","","",""
"ZNRF3","0.673","0.735","1.02","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"AAK1","0.684","0.743","1.07","2","hsa-miR-146a-5p/hsa-miR-146b-5p","hsa-miR-24-3p","",""
"CLCN6","0.685","0.743","1.05","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"DCBLD2","0.685","0.743","1.05","1","hsa-miR-24-3p","","",""
"FAM83F","0.685","0.743","1.05","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"FAXC","0.685","0.743","1.05","1","hsa-miR-215-5p","","",""
"KDM2A","0.685","0.743","1.05","1","hsa-miR-3184-5p","","",""
"MED13","0.685","0.743","1.05","1","hsa-miR-24-3p","","",""
"NCOA1","0.685","0.743","1.05","1","hsa-miR-24-3p","","",""
"NSD1","0.685","0.743","1.05","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"RASA1","0.685","0.743","1.05","1","hsa-miR-24-3p","","",""
"TAOK1","0.684","0.743","1.07","2","hsa-miR-215-5p","hsa-miR-24-3p","",""
"ANK3","0.697","0.750","1.08","1","hsa-miR-24-3p","","",""
"BCL2L2","0.697","0.750","1.08","1","hsa-miR-24-3p","","",""
"CCNJ","0.697","0.750","1.08","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"CRK","0.697","0.750","1.08","1","hsa-miR-503-5p","","",""
"DLGAP2","0.697","0.750","1.08","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"DST","0.697","0.750","1.08","1","hsa-miR-215-5p","","",""
"FAM222B","0.697","0.750","1.08","1","hsa-miR-3184-5p","","",""
"GATA6","0.697","0.750","1.08","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"HIF1AN","0.697","0.750","1.08","1","hsa-miR-24-3p","","",""
"KLF7","0.694","0.750","1.08","2","hsa-miR-146a-5p/hsa-miR-146b-5p","hsa-miR-324-5p","",""
"MED1","0.697","0.750","1.08","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"RNF44","0.697","0.750","1.08","1","hsa-miR-324-5p","","",""
"SBNO1","0.697","0.750","1.08","1","hsa-miR-324-5p","","",""
"ZADH2","0.697","0.750","1.08","1","hsa-miR-503-5p","","",""
"AKIRIN1","0.708","0.758","1.11","1","hsa-miR-503-5p","","",""
"BEND4","0.708","0.758","1.11","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"CNOT2","0.708","0.758","1.11","1","hsa-miR-324-5p","","",""
"HNRNPA3","0.708","0.758","1.11","1","hsa-miR-324-5p","","",""
"KCND3","0.708","0.758","1.11","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"NOVA2","0.708","0.758","1.11","1","hsa-miR-24-3p","","",""
"UBE2K","0.708","0.758","1.11","1","hsa-miR-24-3p","","",""
"UHMK1","0.708","0.758","1.11","1","hsa-miR-503-5p","","",""
"CACUL1","0.719","0.765","1.15","1","hsa-miR-503-5p","","",""
"E2F3","0.719","0.765","1.15","1","hsa-miR-503-5p","","",""
"NFIC","0.719","0.765","1.15","1","hsa-miR-191-5p","","",""
"NLK","0.719","0.765","1.15","1","hsa-miR-24-3p","","",""
"PAK3","0.719","0.765","1.15","1","hsa-miR-3184-5p","","",""
"PTCHD1","0.719","0.765","1.15","1","hsa-miR-215-5p","","",""
"RNF11","0.719","0.765","1.15","1","hsa-miR-24-3p","","",""
"SLC4A4","0.719","0.765","1.15","1","hsa-miR-503-5p","","",""
"SLC5A3","0.719","0.765","1.15","1","hsa-miR-215-5p","","",""
"STYX","0.719","0.765","1.15","1","hsa-miR-503-5p","","",""
"THRA","0.719","0.765","1.15","1","hsa-miR-3184-5p","","",""
"YY1","0.719","0.765","1.15","1","hsa-miR-215-5p","","",""
"ATP2B2","0.730","0.769","1.18","1","hsa-miR-191-5p","","",""
"DCX","0.730","0.769","1.18","1","hsa-miR-324-5p","","",""
"DYNLL2","0.730","0.769","1.18","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"EIF4E","0.730","0.769","1.18","1","hsa-miR-503-5p","","",""
"H3F3B","0.730","0.769","1.18","1","hsa-miR-215-5p","","",""
"KPNA3","0.730","0.769","1.18","1","hsa-miR-24-3p","","",""
"MEF2D","0.730","0.769","1.18","1","hsa-miR-324-5p","","",""
"MEIS2","0.730","0.769","1.18","1","hsa-miR-24-3p","","",""
"MEX3A","0.730","0.769","1.18","1","hsa-miR-24-3p","","",""
