"Gene Symbol","p-value","FDR","Odd ratio","Number of interactions","microRNA 1","microRNA 2","microRNA 3","microRNA 4","microRNA 5"
"CTDNEP1","0.499","0.565","0.677","1","hsa-miR-3184-5p","","","",""
"DLC1","0.499","0.565","0.677","1","hsa-miR-3074-5p","","","",""
"KDM5A","0.499","0.565","0.677","1","hsa-miR-6741-3p","","","",""
"NBL1","0.499","0.565","0.677","1","hsa-miR-2110","","","",""
"NDRG1","0.499","0.565","0.677","1","hsa-miR-24-3p","","","",""
"PPIA","0.499","0.565","0.677","1","hsa-miR-324-5p","","","",""
"RDH10","0.499","0.565","0.677","1","hsa-miR-24-3p","","","",""
"SF3A1","0.499","0.565","0.677","1","hsa-miR-451b","","","",""
"SMOC1","0.499","0.565","0.677","1","hsa-miR-361-3p","","","",""
"TCF23","0.499","0.565","0.677","1","hsa-miR-24-3p","","","",""
"AS3MT","0.503","0.566","0.686","1","hsa-miR-215-5p","","","",""
"CCNG1","0.503","0.566","0.686","1","hsa-miR-24-3p","","","",""
"CHST6","0.503","0.566","0.686","1","hsa-miR-451b","","","",""
"CNOT6L","0.503","0.566","0.686","1","hsa-miR-146a-5p","","","",""
"DARS2","0.503","0.566","0.686","1","hsa-miR-24-3p","","","",""
"DUSP18","0.503","0.566","0.686","1","hsa-miR-215-5p","","","",""
"FBXW2","0.503","0.566","0.686","1","hsa-miR-215-5p","","","",""
"GMEB1","0.503","0.566","0.686","1","hsa-miR-24-3p","","","",""
"MOB3A","0.503","0.566","0.686","1","hsa-miR-24-3p","","","",""
"MRRF","0.503","0.566","0.686","1","hsa-miR-6750-3p","","","",""
"PPTC7","0.503","0.566","0.686","1","hsa-miR-24-3p","","","",""
"RGP1","0.503","0.566","0.686","1","hsa-miR-2110","","","",""
"SCML2","0.503","0.566","0.686","1","hsa-miR-24-3p","","","",""
"SLC35F5","0.503","0.566","0.686","1","hsa-miR-6741-3p","","","",""
"TRIB1","0.503","0.566","0.686","1","hsa-miR-3909","","","",""
"TSPAN6","0.503","0.566","0.686","1","hsa-miR-6741-3p","","","",""
"TUBD1","0.503","0.566","0.686","1","hsa-miR-6741-3p","","","",""
"ZNF682","0.503","0.566","0.686","1","hsa-miR-6741-3p","","","",""
"ZNF786","0.503","0.566","0.686","1","hsa-miR-24-3p","","","",""
"ATXN1L","0.507","0.569","0.694","1","hsa-miR-2110","","","",""
"BICD2","0.507","0.569","0.694","1","hsa-miR-191-5p","","","",""
"GTPBP2","0.507","0.569","0.694","1","hsa-miR-2110","","","",""
"MECP2","0.507","0.569","0.694","1","hsa-miR-425-3p","","","",""
"MRE11","0.507","0.569","0.694","1","hsa-miR-2110","","","",""
"MRPS23","0.507","0.569","0.694","1","hsa-miR-503-5p","","","",""
"TANGO2","0.507","0.569","0.694","1","hsa-miR-451b","","","",""
"TBXA2R","0.507","0.569","0.694","1","hsa-miR-451b","","","",""
"ZNRF2","0.507","0.569","0.694","1","hsa-miR-503-5p","","","",""
"CAND1","0.512","0.571","0.703","1","hsa-miR-215-5p","","","",""
"CASP16P","0.512","0.571","0.703","1","hsa-miR-3173-5p","","","",""
"CPT1A","0.512","0.571","0.703","1","hsa-miR-24-3p","","","",""
"CREBZF","0.512","0.571","0.703","1","hsa-miR-215-5p","","","",""
"EIF1AD","0.512","0.571","0.703","1","hsa-miR-24-3p","","","",""
"HOXA10","0.512","0.571","0.703","1","hsa-miR-215-5p","","","",""
"LILRA2","0.512","0.571","0.703","1","hsa-miR-3074-5p","","","",""
"LINC00346","0.512","0.571","0.703","1","hsa-miR-24-3p","","","",""
"METTL14","0.512","0.571","0.703","1","hsa-miR-6741-3p","","","",""
"PLAG1","0.512","0.571","0.703","1","hsa-miR-503-5p","","","",""
"POLR2D","0.512","0.571","0.703","1","hsa-miR-24-3p","","","",""
"PTBP2","0.512","0.571","0.703","1","hsa-miR-215-5p","","","",""
"RNF187","0.512","0.571","0.703","1","hsa-miR-3184-5p","","","",""
"SNTB2","0.512","0.571","0.703","1","hsa-miR-503-5p","","","",""
"SSR1","0.512","0.571","0.703","1","hsa-miR-24-3p","","","",""
"SURF4","0.512","0.571","0.703","1","hsa-miR-4677-3p","","","",""
"WBP2","0.512","0.571","0.703","1","hsa-miR-324-5p","","","",""
"CALHM5","0.516","0.574","0.711","1","hsa-miR-6741-3p","","","",""
"CCNB1","0.516","0.574","0.711","1","hsa-miR-24-3p","","","",""
"CRIPT","0.516","0.574","0.711","1","hsa-miR-24-3p","","","",""
"EMP2","0.516","0.574","0.711","1","hsa-miR-24-3p","","","",""
"PCGF3","0.516","0.574","0.711","1","hsa-miR-6741-3p","","","",""
"ZBTB33","0.516","0.574","0.711","1","hsa-miR-215-5p","","","",""
"YOD1","0.517","0.575","0.851","2","hsa-miR-24-3p","hsa-miR-324-5p","","",""
"ELMSAN1","0.520","0.578","0.720","1","hsa-miR-503-5p","","","",""
"IER5","0.520","0.578","0.720","1","hsa-miR-24-3p","","","",""
"LYRM7","0.520","0.578","0.720","1","hsa-miR-215-5p","","","",""
"NT5DC3","0.520","0.578","0.720","1","hsa-miR-503-5p","","","",""
"RPL18A","0.520","0.578","0.720","1","hsa-miR-503-5p","","","",""
"SLC19A3","0.520","0.578","0.720","1","hsa-miR-24-3p","","","",""
"SPCS3","0.520","0.578","0.720","1","hsa-miR-215-5p","","","",""
"ATXN7L3","0.524","0.579","0.728","1","hsa-miR-361-3p","","","",""
"E2F2","0.524","0.579","0.728","1","hsa-miR-24-3p","","","",""
"ECE1","0.524","0.579","0.728","1","hsa-miR-2110","","","",""
"EREG","0.524","0.579","0.728","1","hsa-miR-24-3p","","","",""
"GFPT1","0.524","0.579","0.728","1","hsa-miR-6511a-3p","","","",""
"HSPA8","0.524","0.579","0.728","1","hsa-miR-503-5p","","","",""
"HSPE1-MOB4","0.524","0.579","0.728","1","hsa-miR-503-5p","","","",""
"LIMD1","0.524","0.579","0.728","1","hsa-miR-24-3p","","","",""
"MED28","0.522","0.579","0.859","2","hsa-miR-3184-5p","hsa-miR-24-3p","","",""
"POLQ","0.524","0.579","0.728","1","hsa-miR-6741-3p","","","",""
"TEX261","0.524","0.579","0.728","1","hsa-miR-2110","","","",""
"YES1","0.524","0.579","0.728","1","hsa-miR-24-3p","","","",""
"ZFP69B","0.524","0.579","0.728","1","hsa-miR-6511a-3p","","","",""
"ZNF704","0.524","0.579","0.728","1","hsa-miR-503-5p","","","",""
"AMER1","0.529","0.583","0.736","1","hsa-miR-361-3p","","","",""
"BTBD3","0.529","0.583","0.736","1","hsa-miR-24-3p","","","",""
"EIF2S3","0.529","0.583","0.736","1","hsa-miR-24-3p","","","",""
"GLP2R","0.529","0.583","0.736","1","hsa-miR-503-5p","","","",""
"PCNP","0.529","0.583","0.736","1","hsa-miR-24-3p","","","",""
"SLC25A45","0.529","0.583","0.736","1","hsa-miR-6750-3p","","","",""
"WDR92","0.529","0.583","0.736","1","hsa-miR-6741-3p","","","",""
"ZNF623","0.529","0.583","0.736","1","hsa-miR-24-3p","","","",""
"SFT2D2","0.530","0.584","0.872","2","hsa-miR-24-3p","hsa-miR-6750-3p","","",""
"CDH7","0.533","0.585","0.745","1","hsa-miR-24-3p","","","",""
"DIP2A","0.533","0.585","0.745","1","hsa-miR-6741-3p","","","",""
"GPR75","0.533","0.585","0.745","1","hsa-miR-451b","","","",""
"MAPK14","0.533","0.585","0.745","1","hsa-miR-24-3p","","","",""
"MAVS","0.533","0.585","0.745","1","hsa-miR-6741-3p","","","",""
"MLEC","0.533","0.585","0.745","1","hsa-miR-24-3p","","","",""
"MOB4","0.533","0.585","0.745","1","hsa-miR-503-5p","","","",""
"PGAM4","0.533","0.585","0.745","1","hsa-miR-3184-5p","","","",""
"AMOTL2","0.537","0.588","0.753","1","hsa-miR-24-3p","","","",""
"CELF1","0.536","0.588","0.880","2","hsa-miR-6511a-3p","hsa-let-7d-3p","","",""
"DENND5B","0.537","0.588","0.753","1","hsa-miR-6741-3p","","","",""
"HMGB2","0.537","0.588","0.753","1","hsa-miR-24-3p","","","",""
"IMP4","0.537","0.588","0.753","1","hsa-miR-24-3p","","","",""
"ITPRIPL2","0.537","0.588","0.753","1","hsa-miR-3184-5p","","","",""
"LIPG","0.537","0.588","0.753","1","hsa-miR-24-3p","","","",""
"MIER3","0.537","0.588","0.753","1","hsa-miR-2110","","","",""
"SMAD4","0.537","0.588","0.753","1","hsa-miR-146a-5p","","","",""
"TLCD2","0.537","0.588","0.753","1","hsa-miR-361-3p","","","",""
"ZNF701","0.537","0.588","0.753","1","hsa-miR-215-5p","","","",""
"FAM208A","0.541","0.590","0.762","1","hsa-miR-425-3p","","","",""
"FAM217B","0.541","0.590","0.762","1","hsa-miR-24-3p","","","",""
"KCNJ6","0.541","0.590","0.762","1","hsa-miR-6741-3p","","","",""
"KCNMB1","0.541","0.590","0.762","1","hsa-miR-4677-3p","","","",""
"LYRM4","0.541","0.590","0.762","1","hsa-miR-24-3p","","","",""
"MAP2K7","0.541","0.590","0.762","1","hsa-miR-24-3p","","","",""
"PKD1","0.541","0.590","0.762","1","hsa-miR-324-5p","","","",""
"QKI","0.541","0.590","0.762","1","hsa-let-7d-3p","","","",""
"SIGLEC9","0.541","0.590","0.762","1","hsa-miR-451b","","","",""
"STX4","0.541","0.590","0.762","1","hsa-miR-24-3p","","","",""
"TRAF1","0.541","0.590","0.762","1","hsa-miR-361-3p","","","",""
"ZNF609","0.541","0.590","0.762","1","hsa-miR-3184-5p","","","",""
"SKI","0.541","0.590","0.889","2","hsa-miR-2110","hsa-miR-503-5p","","",""
"CDKN1A","0.545","0.593","0.934","3","hsa-miR-503-5p","hsa-miR-146a-5p","hsa-miR-146b-5p","",""
"ID4","0.545","0.593","0.770","1","hsa-miR-215-5p","","","",""
"NDUFV3","0.545","0.593","0.770","1","hsa-miR-3173-5p","","","",""
"PITPNM3","0.545","0.593","0.770","1","hsa-miR-6741-3p","","","",""
"RASSF9","0.545","0.593","0.770","1","hsa-miR-24-3p","","","",""
"ENAH","0.549","0.596","0.779","1","hsa-miR-191-5p","","","",""
"FAM129B","0.549","0.596","0.779","1","hsa-miR-3184-5p","","","",""
"MLF2","0.549","0.596","0.779","1","hsa-miR-3184-5p","","","",""
"NUP155","0.549","0.596","0.779","1","hsa-miR-4677-3p","","","",""
"SETD7","0.549","0.596","0.779","1","hsa-miR-24-3p","","","",""
"CHERP","0.553","0.600","0.787","1","hsa-miR-6741-3p","","","",""
"MCFD2","0.553","0.600","0.787","1","hsa-miR-191-5p","","","",""
"RAB15","0.553","0.600","0.787","1","hsa-miR-3074-5p","","","",""
"REEP3","0.553","0.600","0.787","1","hsa-miR-3184-5p","","","",""
"TMEM239","0.553","0.600","0.787","1","hsa-miR-24-3p","","","",""
"C18orf32","0.557","0.602","0.796","1","hsa-miR-451b","","","",""
"CBS","0.557","0.602","0.796","1","hsa-miR-324-5p","","","",""
"DYNC1LI2","0.557","0.602","0.796","1","hsa-miR-425-3p","","","",""
"FOSL2","0.557","0.602","0.796","1","hsa-miR-24-3p","","","",""
"GATAD1","0.557","0.602","0.796","1","hsa-miR-215-5p","","","",""
"S1PR2","0.557","0.602","0.796","1","hsa-miR-24-3p","","","",""
"TP53INP1","0.557","0.602","0.796","1","hsa-miR-26b-3p","","","",""
"TRAF3IP2","0.557","0.602","0.796","1","hsa-miR-24-3p","","","",""
"AAK1","0.561","0.604","0.804","1","hsa-miR-24-3p","","","",""
"ATP5G3","0.561","0.604","0.804","1","hsa-miR-503-5p","","","",""
"CTC1","0.561","0.604","0.804","1","hsa-miR-3173-5p","","","",""
"ETV3","0.561","0.604","0.804","1","hsa-miR-6741-3p","","","",""
"KCNK5","0.561","0.604","0.804","1","hsa-miR-24-3p","","","",""
"MEX3A","0.561","0.604","0.804","1","hsa-miR-3184-5p","","","",""
"RPL41","0.561","0.604","0.804","1","hsa-miR-324-5p","","","",""
"RPS6KA5","0.561","0.604","0.804","1","hsa-miR-24-3p","","","",""
"TLN1","0.561","0.604","0.804","1","hsa-miR-24-3p","","","",""
"UNK","0.561","0.604","0.804","1","hsa-miR-3184-5p","","","",""
"C15orf40","0.565","0.608","0.813","1","hsa-miR-3909","","","",""
"CLN8","0.565","0.608","0.813","1","hsa-miR-24-3p","","","",""
"IL6ST","0.565","0.608","0.813","1","hsa-miR-215-5p","","","",""
"TIMM29","0.565","0.608","0.813","1","hsa-miR-6741-3p","","","",""
"TIMM50","0.565","0.608","0.813","1","hsa-miR-324-5p","","","",""
"AR","0.568","0.610","0.821","1","hsa-miR-2110","","","",""
"ATP6V0E1","0.568","0.610","0.821","1","hsa-miR-24-3p","","","",""
"BRMS1L","0.568","0.610","0.821","1","hsa-miR-24-3p","","","",""
"CCNT1","0.568","0.610","0.821","1","hsa-miR-503-5p","","","",""
"COL1A1","0.568","0.610","0.821","1","hsa-miR-503-5p","","","",""
"KLF10","0.568","0.610","0.821","1","hsa-miR-215-5p","","","",""
"MKLN1","0.568","0.610","0.821","1","hsa-miR-324-5p","","","",""
"PLXND1","0.568","0.610","0.821","1","hsa-miR-3184-5p","","","",""
"SHMT1","0.568","0.610","0.821","1","hsa-miR-3184-5p","","","",""
"ZMYM1","0.568","0.610","0.821","1","hsa-miR-24-3p","","","",""
"CANX","0.572","0.613","0.830","1","hsa-miR-503-5p","","","",""
"CPE","0.572","0.613","0.830","1","hsa-miR-24-3p","","","",""
"GPAT4","0.572","0.613","0.830","1","hsa-miR-24-3p","","","",""
"IGF1","0.572","0.613","0.830","1","hsa-miR-24-3p","","","",""
"ZWINT","0.572","0.613","0.830","1","hsa-miR-3074-5p","","","",""
"DNAJB9","0.576","0.616","0.838","1","hsa-miR-215-5p","","","",""
"FSCN1","0.576","0.616","0.838","1","hsa-miR-24-3p","","","",""
"TMEM41B","0.576","0.616","0.838","1","hsa-miR-24-3p","","","",""
"ZFP36L1","0.576","0.616","0.838","1","hsa-miR-3074-5p","","","",""
"ZNF317","0.576","0.616","0.838","1","hsa-miR-24-3p","","","",""
"ZNF669","0.576","0.616","0.838","1","hsa-miR-6511a-3p","","","",""
"ASB6","0.580","0.618","0.846","1","hsa-miR-24-3p","","","",""
"HSP90AA1","0.580","0.618","0.846","1","hsa-miR-4677-3p","","","",""
"NR3C1","0.580","0.618","0.846","1","hsa-miR-3909","","","",""
"RAB5C","0.580","0.618","0.846","1","hsa-miR-24-3p","","","",""
"TMEM184B","0.580","0.618","0.846","1","hsa-miR-3184-5p","","","",""
"ZSCAN22","0.580","0.618","0.846","1","hsa-miR-24-3p","","","",""
"ITGA3","0.583","0.621","0.855","1","hsa-miR-215-5p","","","",""
"SLC7A11","0.583","0.621","0.855","1","hsa-miR-215-5p","","","",""
"SOCS5","0.583","0.621","0.855","1","hsa-miR-503-5p","","","",""
"SZRD1","0.583","0.621","0.855","1","hsa-miR-503-5p","","","",""
"TSPYL1","0.583","0.621","0.855","1","hsa-miR-3184-5p","","","",""
"TTLL12","0.583","0.621","0.855","1","hsa-miR-3184-5p","","","",""
"TAOK1","0.585","0.623","0.961","2","hsa-miR-503-5p","hsa-miR-24-3p","","",""
"ARID1A","0.587","0.623","0.863","1","hsa-miR-324-5p","","","",""
"CCNF","0.587","0.623","0.863","1","hsa-miR-503-5p","","","",""
"DNAJB4","0.587","0.623","0.863","1","hsa-miR-215-5p","","","",""
"ELK4","0.587","0.623","0.863","1","hsa-miR-451b","","","",""
"MRPL12","0.587","0.623","0.863","1","hsa-miR-2110","","","",""
"MTMR10","0.587","0.623","0.863","1","hsa-miR-6741-3p","","","",""
"NEGR1","0.587","0.623","0.863","1","hsa-miR-24-3p","","","",""
"ZNF490","0.587","0.623","0.863","1","hsa-miR-24-3p","","","",""
"MMAB","0.591","0.627","0.872","1","hsa-miR-3909","","","",""
"PLEKHM1","0.591","0.627","0.872","1","hsa-miR-3909","","","",""
"DDX19B","0.594","0.629","0.880","1","hsa-miR-6741-3p","","","",""
"MED16","0.594","0.629","0.880","1","hsa-miR-24-3p","","","",""
"MRPS16","0.594","0.629","0.880","1","hsa-miR-24-3p","","","",""
"NF2","0.594","0.629","0.880","1","hsa-miR-3184-5p","","","",""
"TAF8","0.594","0.629","0.880","1","hsa-miR-24-3p","","","",""
"TM9SF3","0.594","0.629","0.880","1","hsa-miR-24-3p","","","",""
"TMBIM6","0.594","0.629","0.880","1","hsa-miR-3184-5p","","","",""
"GDE1","0.595","0.630","0.978","2","hsa-miR-26b-3p","hsa-miR-3184-5p","","",""
"NFE2L1","0.598","0.631","0.889","1","hsa-miR-24-3p","","","",""
"NR2F6","0.598","0.631","0.889","1","hsa-miR-4677-3p","","","",""
"SESN2","0.598","0.631","0.889","1","hsa-miR-425-3p","","","",""
"SLC25A33","0.598","0.631","0.889","1","hsa-miR-26b-3p","","","",""
"TMCO1","0.598","0.631","0.889","1","hsa-miR-6741-3p","","","",""
"TMED10","0.598","0.631","0.889","1","hsa-miR-215-5p","","","",""
"TMEM170A","0.598","0.631","0.889","1","hsa-miR-451b","","","",""
"ZNF678","0.598","0.631","0.889","1","hsa-miR-3909","","","",""
"CDC14B","0.601","0.634","0.897","1","hsa-miR-6741-3p","","","",""
"FOXC1","0.601","0.634","0.897","1","hsa-miR-324-5p","","","",""
"FUT11","0.601","0.634","0.897","1","hsa-miR-215-5p","","","",""
"MTHFD1","0.601","0.634","0.897","1","hsa-miR-324-5p","","","",""
"TET3","0.601","0.634","0.897","1","hsa-miR-2110","","","",""
"ZNF460","0.604","0.636","1.01","3","hsa-miR-451b","hsa-miR-361-3p","hsa-miR-425-3p","",""
"ACTB","0.605","0.636","0.906","1","hsa-miR-324-5p","","","",""
"CREB1","0.605","0.636","0.906","1","hsa-miR-3184-5p","","","",""
"FEM1B","0.605","0.636","0.906","1","hsa-miR-26b-3p","","","",""
"MNT","0.605","0.636","0.906","1","hsa-miR-3184-5p","","","",""
"SVOP","0.605","0.636","0.906","1","hsa-miR-6741-3p","","","",""
"TSKU","0.605","0.636","0.906","1","hsa-miR-6741-3p","","","",""
"KANSL1","0.608","0.638","0.914","1","hsa-miR-1180-3p","","","",""
"MACC1","0.608","0.638","0.914","1","hsa-miR-6741-3p","","","",""
"MSN","0.608","0.638","0.914","1","hsa-miR-215-5p","","","",""
"MYADM","0.608","0.638","0.914","1","hsa-miR-324-5p","","","",""
"MYO1F","0.608","0.638","0.914","1","hsa-miR-6741-3p","","","",""
"SCO1","0.608","0.638","0.914","1","hsa-miR-6741-3p","","","",""
"SLC10A6","0.608","0.638","0.914","1","hsa-miR-6741-3p","","","",""
"CRY2","0.612","0.641","0.923","1","hsa-miR-24-3p","","","",""
"NKAP","0.612","0.641","0.923","1","hsa-miR-6741-3p","","","",""
"RRP36","0.612","0.641","0.923","1","hsa-miR-6741-3p","","","",""
"ZNF154","0.612","0.641","0.923","1","hsa-miR-3909","","","",""
"CALM3","0.615","0.644","0.931","1","hsa-miR-3184-5p","","","",""
"WNK1","0.615","0.644","0.931","1","hsa-miR-215-5p","","","",""
"CPM","0.619","0.647","0.940","1","hsa-miR-146a-5p","","","",""
"FXN","0.619","0.647","0.940","1","hsa-miR-6741-3p","","","",""
"KIF1C","0.619","0.647","0.940","1","hsa-miR-24-3p","","","",""
"TMEM127","0.619","0.647","0.940","1","hsa-miR-3184-5p","","","",""
"FAXC","0.622","0.649","0.948","1","hsa-miR-215-5p","","","",""
"HIST1H2BD","0.622","0.649","0.948","1","hsa-miR-3909","","","",""
"OTUD7B","0.622","0.649","0.948","1","hsa-miR-24-3p","","","",""
"PDP2","0.622","0.649","0.948","1","hsa-miR-3184-5p","","","",""
"RACGAP1","0.622","0.649","0.948","1","hsa-miR-215-5p","","","",""
"TXNDC16","0.622","0.649","0.948","1","hsa-miR-24-3p","","","",""
"ACOX1","0.625","0.652","0.957","1","hsa-miR-24-3p","","","",""
"MLXIP","0.625","0.652","0.957","1","hsa-miR-3173-5p","","","",""
"CEP104","0.629","0.654","0.965","1","hsa-miR-451b","","","",""
"DNAJC28","0.629","0.654","0.965","1","hsa-miR-6741-3p","","","",""
"IGF1R","0.629","0.654","1.04","2","hsa-miR-215-5p","hsa-miR-503-5p","","",""
"NCOA3","0.629","0.654","0.965","1","hsa-miR-215-5p","","","",""
"PARP2","0.629","0.654","0.965","1","hsa-miR-24-3p","","","",""
"SPPL2A","0.629","0.654","0.965","1","hsa-miR-24-3p","","","",""
"ZNF101","0.629","0.654","0.965","1","hsa-miR-6741-3p","","","",""
"AKAP11","0.632","0.657","0.973","1","hsa-miR-215-5p","","","",""
"EIF5AL1","0.632","0.657","0.973","1","hsa-miR-3184-5p","","","",""
"ZNF878","0.632","0.657","0.973","1","hsa-miR-24-3p","","","",""
"DDX6","0.635","0.660","0.982","1","hsa-miR-215-5p","","","",""
"MYH9","0.635","0.660","0.982","1","hsa-miR-24-3p","","","",""
"TBC1D13","0.635","0.660","0.982","1","hsa-miR-451b","","","",""
"UGGT1","0.635","0.660","0.982","1","hsa-miR-6741-3p","","","",""
"C16orf58","0.639","0.662","0.990","1","hsa-miR-4677-3p","","","",""
"PLEKHA1","0.639","0.662","0.990","1","hsa-miR-503-5p","","","",""
"SGTB","0.639","0.662","0.990","1","hsa-miR-24-3p","","","",""
"UHMK1","0.639","0.662","0.990","1","hsa-miR-503-5p","","","",""
"WIPF2","0.639","0.662","0.990","1","hsa-miR-3184-5p","","","",""
"ZNF107","0.639","0.662","0.990","1","hsa-miR-24-3p","","","",""
"C3","0.642","0.664","0.999","1","hsa-miR-6741-3p","","","",""
"C5orf51","0.642","0.664","0.999","1","hsa-miR-451b","","","",""
"CHAC1","0.642","0.664","0.999","1","hsa-miR-503-5p","","","",""
"DYRK2","0.642","0.664","0.999","1","hsa-miR-24-3p","","","",""
"GIGYF1","0.642","0.665","1.06","2","hsa-miR-324-5p","hsa-miR-24-3p","","",""
"DHODH","0.645","0.667","1.01","1","hsa-miR-3074-5p","","","",""
"LAX1","0.645","0.667","1.01","1","hsa-miR-24-3p","","","",""
"TRUB2","0.648","0.670","1.02","1","hsa-miR-24-3p","","","",""
"ARSK","0.651","0.672","1.02","1","hsa-miR-24-3p","","","",""
"DAZAP2","0.651","0.672","1.02","1","hsa-miR-324-5p","","","",""
"MTHFD2","0.651","0.672","1.02","1","hsa-miR-425-3p","","","",""
"PNRC1","0.651","0.672","1.02","1","hsa-miR-6750-3p","","","",""
"TFDP2","0.651","0.672","1.02","1","hsa-miR-24-3p","","","",""
"TIAL1","0.651","0.672","1.02","1","hsa-miR-24-3p","","","",""
"TMED4","0.651","0.672","1.02","1","hsa-miR-2110","","","",""
"KLHL21","0.654","0.674","1.03","1","hsa-miR-3909","","","",""
"PDE12","0.654","0.674","1.03","1","hsa-miR-24-3p","","","",""
"PHF12","0.657","0.677","1.04","1","hsa-miR-215-5p","","","",""
"YWHAE","0.657","0.677","1.04","1","hsa-miR-3184-5p","","","",""
"POTEM","0.660","0.680","1.05","1","hsa-miR-324-5p","","","",""
"SIX4","0.660","0.680","1.05","1","hsa-miR-215-5p","","","",""
"FGFR1OP","0.663","0.682","1.06","1","hsa-miR-451b","","","",""
"LPP","0.663","0.682","1.06","1","hsa-miR-191-5p","","","",""
"POTEG","0.663","0.682","1.06","1","hsa-miR-324-5p","","","",""
"SSBP2","0.663","0.682","1.06","1","hsa-miR-451b","","","",""
"TNPO2","0.663","0.682","1.06","1","hsa-miR-191-5p","","","",""
"GLUL","0.666","0.684","1.07","1","hsa-miR-24-3p","","","",""
"OCIAD2","0.666","0.684","1.07","1","hsa-miR-451b","","","",""
"APOL6","0.669","0.687","1.08","1","hsa-miR-3173-5p","","","",""
"DR1","0.669","0.687","1.08","1","hsa-miR-3909","","","",""
"FRK","0.669","0.687","1.08","1","hsa-miR-2110","","","",""
"TIMM8A","0.672","0.689","1.08","1","hsa-miR-6511a-3p","","","",""
"TOR1AIP2","0.672","0.689","1.08","1","hsa-miR-24-3p","","","",""
"FBXL18","0.675","0.692","1.09","1","hsa-miR-503-5p","","","",""
"MPLKIP","0.675","0.692","1.09","1","hsa-miR-6750-3p","","","",""
"ZBTB34","0.675","0.692","1.09","1","hsa-miR-503-5p","","","",""
"CLPB","0.678","0.694","1.10","1","hsa-miR-324-5p","","","",""
"SETD5","0.678","0.694","1.10","1","hsa-miR-24-3p","","","",""
"ARL10","0.681","0.697","1.11","1","hsa-miR-6741-3p","","","",""
"KIF3A","0.681","0.697","1.11","1","hsa-miR-24-3p","","","",""
"NAA50","0.684","0.699","1.12","1","hsa-miR-215-5p","","","",""
"PHB2","0.684","0.699","1.12","1","hsa-miR-361-3p","","","",""
"RBMS2","0.684","0.699","1.12","1","hsa-miR-24-3p","","","",""
"SCAMP4","0.684","0.699","1.12","1","hsa-miR-503-5p","","","",""
"ANKRD52","0.687","0.701","1.13","1","hsa-miR-3184-5p","","","",""
"IKZF3","0.689","0.704","1.13","1","hsa-miR-24-3p","","","",""
