"Gene Symbol","p-value","FDR","Odd ratio","Number of interactions","microRNA 1","microRNA 2","microRNA 3","microRNA 4","microRNA 5"
"RBBP9","0.199","0.394","0.220","1","hsa-miR-24-3p","","","",""
"SAMHD1","0.199","0.394","0.220","1","hsa-miR-215-5p","","","",""
"SLC16A13","0.199","0.394","0.220","1","hsa-miR-24-3p","","","",""
"SLPI","0.199","0.394","0.220","1","hsa-miR-146a-5p","","","",""
"SOS1","0.199","0.394","0.220","1","hsa-miR-146a-5p","","","",""
"SVIP","0.199","0.394","0.220","1","hsa-miR-24-3p","","","",""
"TIFA","0.199","0.394","0.220","1","hsa-miR-215-5p","","","",""
"WNT10A","0.199","0.394","0.220","1","hsa-miR-361-3p","","","",""
"XPO5","0.199","0.394","0.220","1","hsa-miR-425-3p","","","",""
"YIPF5","0.199","0.394","0.220","1","hsa-miR-6741-3p","","","",""
"ZNF813","0.199","0.394","0.220","1","hsa-miR-24-3p","","","",""
"ARFGEF1","0.206","0.399","0.229","1","hsa-miR-215-5p","","","",""
"C5orf30","0.206","0.399","0.229","1","hsa-miR-215-5p","","","",""
"CELF2","0.206","0.399","0.229","1","hsa-miR-324-5p","","","",""
"CEP19","0.206","0.399","0.229","1","hsa-miR-215-5p","","","",""
"CREG2","0.206","0.399","0.229","1","hsa-miR-451b","","","",""
"F11R","0.206","0.399","0.229","1","hsa-miR-451b","","","",""
"FOXE1","0.206","0.399","0.229","1","hsa-miR-3909","","","",""
"FPR2","0.206","0.399","0.229","1","hsa-miR-3074-5p","","","",""
"GNB4","0.206","0.399","0.229","1","hsa-miR-6741-3p","","","",""
"GPI","0.206","0.399","0.229","1","hsa-miR-1180-3p","","","",""
"GUCD1","0.206","0.399","0.229","1","hsa-miR-24-3p","","","",""
"HBEGF","0.206","0.399","0.229","1","hsa-miR-215-5p","","","",""
"HDDC2","0.206","0.399","0.229","1","hsa-miR-24-3p","","","",""
"HSPD1","0.206","0.399","0.229","1","hsa-miR-324-5p","","","",""
"IFIT3","0.206","0.399","0.229","1","hsa-miR-146a-5p","","","",""
"IL10RB","0.206","0.399","0.229","1","hsa-miR-6741-3p","","","",""
"KHNYN","0.206","0.399","0.229","1","hsa-miR-24-3p","","","",""
"MFSD14C","0.206","0.399","0.229","1","hsa-miR-24-3p","","","",""
"MINK1","0.203","0.399","0.419","2","hsa-miR-3184-5p","hsa-miR-3173-5p","","",""
"NFATC2","0.206","0.399","0.229","1","hsa-miR-451b","","","",""
"OPTN","0.206","0.399","0.229","1","hsa-miR-6741-3p","","","",""
"PDE6B","0.206","0.399","0.229","1","hsa-miR-24-3p","","","",""
"PXDN","0.206","0.399","0.229","1","hsa-miR-324-5p","","","",""
"RAB2A","0.206","0.399","0.229","1","hsa-miR-215-5p","","","",""
"RAP2B","0.203","0.399","0.419","2","hsa-miR-324-5p","hsa-miR-24-3p","","",""
"ROCK1","0.206","0.399","0.229","1","hsa-miR-146a-5p","","","",""
"RPL4","0.206","0.399","0.229","1","hsa-miR-1180-3p","","","",""
"RPS21","0.206","0.399","0.229","1","hsa-miR-4677-3p","","","",""
"SIAH2","0.206","0.399","0.229","1","hsa-miR-503-5p","","","",""
"SLC39A10","0.206","0.399","0.229","1","hsa-miR-324-5p","","","",""
"SPEN","0.206","0.399","0.229","1","hsa-miR-324-5p","","","",""
"TFIP11","0.206","0.399","0.229","1","hsa-miR-425-3p","","","",""
"TRIP13","0.206","0.399","0.229","1","hsa-miR-215-5p","","","",""
"UNKL","0.206","0.399","0.229","1","hsa-miR-324-5p","","","",""
"USP12","0.206","0.399","0.229","1","hsa-miR-215-5p","","","",""
"USP49","0.206","0.399","0.229","1","hsa-miR-6741-3p","","","",""
"ZFHX4","0.206","0.399","0.229","1","hsa-miR-503-5p","","","",""
"ZNF781","0.206","0.399","0.229","1","hsa-miR-6511a-3p","","","",""
"LASP1","0.207","0.399","0.423","2","hsa-miR-3184-5p","hsa-miR-451b","","",""
"MCTS1","0.207","0.399","0.423","2","hsa-miR-6741-3p","hsa-miR-451b","","",""
"AGPAT4","0.213","0.403","0.237","1","hsa-miR-6750-3p","","","",""
"ALOX15","0.213","0.403","0.237","1","hsa-miR-451b","","","",""
"ANO8","0.213","0.403","0.237","1","hsa-miR-26b-3p","","","",""
"ARL17B","0.213","0.403","0.237","1","hsa-miR-24-3p","","","",""
"BAG2","0.213","0.403","0.237","1","hsa-miR-6750-3p","","","",""
"C10orf111","0.213","0.403","0.237","1","hsa-miR-4677-3p","","","",""
"CCDC38","0.213","0.403","0.237","1","hsa-miR-361-3p","","","",""
"CDC6","0.213","0.403","0.237","1","hsa-miR-361-3p","","","",""
"CDK4","0.213","0.403","0.432","2","hsa-miR-24-3p","hsa-miR-6741-3p","","",""
"CHST12","0.213","0.403","0.237","1","hsa-miR-215-5p","","","",""
"EI24","0.213","0.403","0.237","1","hsa-miR-451b","","","",""
"FAM107A","0.213","0.403","0.237","1","hsa-miR-3173-5p","","","",""
"FAM210B","0.213","0.403","0.237","1","hsa-miR-24-3p","","","",""
"FSD2","0.213","0.403","0.237","1","hsa-miR-4677-3p","","","",""
"FXYD1","0.213","0.403","0.237","1","hsa-miR-2110","","","",""
"GCDH","0.213","0.403","0.237","1","hsa-miR-361-3p","","","",""
"JAKMIP2","0.213","0.403","0.237","1","hsa-miR-6511a-3p","","","",""
"KLHDC8B","0.213","0.403","0.237","1","hsa-miR-4677-3p","","","",""
"MMP16","0.213","0.403","0.237","1","hsa-miR-146b-5p","","","",""
"MRPL36","0.213","0.403","0.237","1","hsa-miR-6741-3p","","","",""
"MSC","0.213","0.403","0.237","1","hsa-miR-146a-5p","","","",""
"MTFR1","0.213","0.403","0.237","1","hsa-miR-324-5p","","","",""
"MYO1H","0.213","0.403","0.237","1","hsa-miR-2110","","","",""
"NCBP2","0.213","0.403","0.237","1","hsa-miR-24-3p","","","",""
"NXPH3","0.213","0.403","0.237","1","hsa-miR-2110","","","",""
"PAX2","0.213","0.403","0.237","1","hsa-miR-3184-5p","","","",""
"PLAGL2","0.212","0.403","0.533","3","hsa-miR-215-5p","hsa-miR-24-3p","hsa-miR-3184-5p","",""
"RAB6C","0.213","0.403","0.237","1","hsa-miR-215-5p","","","",""
"RRM2","0.210","0.403","0.427","2","hsa-miR-24-3p","hsa-miR-3184-5p","","",""
"SEC24D","0.213","0.403","0.237","1","hsa-miR-215-5p","","","",""
"SGPL1","0.213","0.403","0.432","2","hsa-miR-2110","hsa-miR-24-3p","","",""
"SLC11A2","0.213","0.403","0.432","2","hsa-miR-24-3p","hsa-miR-451b","","",""
"SNX12","0.213","0.403","0.237","1","hsa-miR-24-3p","","","",""
"TCOF1","0.213","0.403","0.237","1","hsa-miR-324-5p","","","",""
"TNFAIP8L1","0.210","0.403","0.427","2","hsa-miR-6741-3p","hsa-miR-3173-5p","","",""
"TOM1","0.213","0.403","0.237","1","hsa-miR-324-5p","","","",""
"YPEL1","0.213","0.403","0.237","1","hsa-miR-24-3p","","","",""
"ABCB5","0.220","0.407","0.245","1","hsa-miR-6741-3p","","","",""
"APOLD1","0.220","0.407","0.245","1","hsa-miR-215-5p","","","",""
"ATG10","0.220","0.407","0.245","1","hsa-miR-215-5p","","","",""
"ATG7","0.220","0.407","0.245","1","hsa-miR-451b","","","",""
"BRIP1","0.220","0.407","0.245","1","hsa-miR-215-5p","","","",""
"C10orf55","0.220","0.407","0.245","1","hsa-miR-3184-5p","","","",""
"C17orf75","0.219","0.407","0.440","2","hsa-miR-24-3p","hsa-miR-6741-3p","","",""
"C8A","0.220","0.407","0.245","1","hsa-miR-3074-5p","","","",""
"CAMKV","0.220","0.407","0.245","1","hsa-miR-3173-5p","","","",""
"CCDC142","0.220","0.407","0.245","1","hsa-miR-6741-3p","","","",""
"CDC37L1","0.220","0.407","0.245","1","hsa-miR-503-5p","","","",""
"CLMP","0.220","0.407","0.245","1","hsa-miR-324-5p","","","",""
"DDX11","0.220","0.407","0.245","1","hsa-miR-324-5p","","","",""
"FAM49A","0.220","0.407","0.245","1","hsa-miR-2110","","","",""
"GNB1L","0.220","0.407","0.245","1","hsa-miR-4677-3p","","","",""
"GSG1","0.220","0.407","0.245","1","hsa-miR-503-5p","","","",""
"HAS3","0.220","0.407","0.245","1","hsa-miR-215-5p","","","",""
"HLA-DOA","0.220","0.407","0.245","1","hsa-miR-3184-5p","","","",""
"HNRNPUL1","0.219","0.407","0.440","2","hsa-miR-191-5p","hsa-miR-2110","","",""
"HUS1","0.220","0.407","0.245","1","hsa-miR-24-3p","","","",""
"MIEF2","0.220","0.407","0.245","1","hsa-miR-24-3p","","","",""
"MRPL19","0.220","0.407","0.245","1","hsa-miR-3074-5p","","","",""
"NAPG","0.220","0.407","0.245","1","hsa-miR-503-5p","","","",""
"PTGS1","0.220","0.407","0.245","1","hsa-miR-3173-5p","","","",""
"SEC23IP","0.220","0.407","0.245","1","hsa-miR-324-5p","","","",""
"SEMA6B","0.220","0.407","0.245","1","hsa-miR-6511a-3p","","","",""
"SLC1A4","0.220","0.407","0.245","1","hsa-miR-215-5p","","","",""
"SMG7","0.220","0.407","0.245","1","hsa-miR-6741-3p","","","",""
"SMUG1","0.220","0.407","0.245","1","hsa-miR-451b","","","",""
"ST3GAL1","0.220","0.407","0.245","1","hsa-miR-451b","","","",""
"TMEM2","0.219","0.407","0.440","2","hsa-miR-215-5p","hsa-miR-3909","","",""
"TMPO","0.220","0.407","0.245","1","hsa-miR-215-5p","","","",""
"TPST2","0.220","0.407","0.245","1","hsa-miR-3184-5p","","","",""
"TRIM71","0.219","0.407","0.440","2","hsa-miR-2110","hsa-miR-4677-3p","","",""
"VOPP1","0.220","0.407","0.245","1","hsa-miR-503-5p","","","",""
"ABHD17C","0.226","0.410","0.254","1","hsa-miR-26b-3p","","","",""
"ACADSB","0.226","0.410","0.254","1","hsa-miR-215-5p","","","",""
"ADAM9","0.226","0.410","0.254","1","hsa-miR-451b","","","",""
"APLN","0.226","0.410","0.254","1","hsa-miR-361-3p","","","",""
"CCNY","0.226","0.410","0.254","1","hsa-miR-215-5p","","","",""
"CDS2","0.226","0.410","0.254","1","hsa-miR-3909","","","",""
"CKAP4","0.226","0.410","0.254","1","hsa-miR-215-5p","","","",""
"CLK4","0.226","0.410","0.254","1","hsa-miR-215-5p","","","",""
"CRLS1","0.226","0.410","0.254","1","hsa-miR-26b-3p","","","",""
"CTSA","0.226","0.410","0.254","1","hsa-miR-503-5p","","","",""
"CYB5R4","0.226","0.410","0.254","1","hsa-miR-3074-5p","","","",""
"DUSP1","0.226","0.410","0.254","1","hsa-miR-146a-5p","","","",""
"GTPBP4","0.226","0.410","0.254","1","hsa-miR-2110","","","",""
"HPS4","0.226","0.410","0.254","1","hsa-miR-1180-3p","","","",""
"KLHL8","0.226","0.410","0.254","1","hsa-miR-215-5p","","","",""
"LAPTM4B","0.226","0.410","0.254","1","hsa-miR-24-3p","","","",""
"MKNK2","0.226","0.410","0.550","3","hsa-miR-1180-3p","hsa-miR-3184-5p","hsa-miR-361-3p","",""
"MOB1A","0.226","0.410","0.254","1","hsa-miR-24-3p","","","",""
"NRG4","0.226","0.410","0.254","1","hsa-miR-215-5p","","","",""
"NUCB2","0.226","0.410","0.254","1","hsa-miR-215-5p","","","",""
"PBX2","0.226","0.410","0.254","1","hsa-miR-3184-5p","","","",""
"PER1","0.222","0.410","0.444","2","hsa-miR-4677-3p","hsa-miR-6750-3p","","",""
"PLEKHM2","0.226","0.410","0.254","1","hsa-miR-3074-5p","","","",""
"PNPT1","0.226","0.410","0.254","1","hsa-miR-6741-3p","","","",""
"PPARGC1A","0.226","0.410","0.254","1","hsa-miR-425-3p","","","",""
"PSMF1","0.226","0.410","0.254","1","hsa-miR-451b","","","",""
"PTPRD","0.226","0.410","0.254","1","hsa-miR-503-5p","","","",""
"RAB10","0.225","0.410","0.449","2","hsa-miR-451b","hsa-miR-6741-3p","","",""
"RAB31","0.226","0.410","0.254","1","hsa-miR-6511a-3p","","","",""
"RAB9A","0.226","0.410","0.254","1","hsa-miR-6741-3p","","","",""
"RCAN3","0.226","0.410","0.254","1","hsa-miR-451b","","","",""
"SH3PXD2A","0.225","0.410","0.449","2","hsa-miR-24-3p","hsa-miR-2110","","",""
"SHROOM3","0.226","0.410","0.254","1","hsa-miR-24-3p","","","",""
"STAM","0.226","0.410","0.254","1","hsa-miR-215-5p","","","",""
"VWA1","0.226","0.410","0.254","1","hsa-miR-3909","","","",""
"WNT3","0.226","0.410","0.254","1","hsa-miR-215-5p","","","",""
"ZEB2","0.226","0.410","0.254","1","hsa-miR-215-5p","","","",""
"ZNF117","0.222","0.410","0.444","2","hsa-miR-146a-5p","hsa-miR-146b-5p","","",""
"ZNF519","0.226","0.410","0.254","1","hsa-miR-215-5p","","","",""
"ZNF589","0.226","0.410","0.254","1","hsa-miR-6750-3p","","","",""
"ZNF655","0.226","0.410","0.254","1","hsa-miR-6741-3p","","","",""
"BAZ2A","0.229","0.414","0.453","2","hsa-miR-1180-3p","hsa-miR-451b","","",""
"SNRPD3","0.229","0.414","0.453","2","hsa-miR-24-3p","hsa-let-7d-3p","","",""
"CLCN7","0.233","0.415","0.262","1","hsa-miR-3184-5p","","","",""
"CLTC","0.233","0.415","0.262","1","hsa-miR-503-5p","","","",""
"COX6C","0.233","0.415","0.262","1","hsa-miR-3173-5p","","","",""
"DNAJC10","0.230","0.415","0.556","3","hsa-miR-3074-5p","hsa-miR-503-5p","hsa-miR-24-3p","",""
"GDPD5","0.233","0.415","0.262","1","hsa-miR-3173-5p","","","",""
"GNAT1","0.233","0.415","0.262","1","hsa-miR-503-5p","","","",""
"ID2","0.233","0.415","0.262","1","hsa-miR-215-5p","","","",""
"KDM5C","0.233","0.415","0.262","1","hsa-miR-425-3p","","","",""
"MTHFD1L","0.233","0.415","0.262","1","hsa-miR-24-3p","","","",""
"NXPE3","0.233","0.415","0.262","1","hsa-miR-3173-5p","","","",""
"PDE11A","0.233","0.415","0.262","1","hsa-miR-24-3p","","","",""
"PFKFB2","0.233","0.415","0.262","1","hsa-miR-2110","","","",""
"PPP2R5C","0.233","0.415","0.262","1","hsa-miR-503-5p","","","",""
"R3HDM2","0.233","0.415","0.262","1","hsa-miR-24-3p","","","",""
"RCAN2","0.233","0.415","0.262","1","hsa-miR-6511a-3p","","","",""
"RFWD3","0.233","0.415","0.262","1","hsa-miR-215-5p","","","",""
"RRN3","0.233","0.415","0.262","1","hsa-miR-191-5p","","","",""
"RTN4","0.233","0.415","0.262","1","hsa-miR-503-5p","","","",""
"SLC16A3","0.233","0.415","0.262","1","hsa-miR-3074-5p","","","",""
"SLC25A15","0.233","0.415","0.262","1","hsa-miR-24-3p","","","",""
"SLC39A1","0.233","0.415","0.262","1","hsa-miR-215-5p","","","",""
"SOBP","0.233","0.415","0.262","1","hsa-miR-324-5p","","","",""
"TAGLN","0.233","0.415","0.262","1","hsa-miR-3184-5p","","","",""
"VAT1","0.233","0.415","0.262","1","hsa-miR-2110","","","",""
"WDR82P1","0.233","0.415","0.262","1","hsa-miR-3074-5p","","","",""
"ZMAT5","0.233","0.415","0.262","1","hsa-miR-3184-5p","","","",""
"ZNF622","0.233","0.415","0.262","1","hsa-miR-503-5p","","","",""
"LRRC58","0.235","0.418","0.561","3","hsa-miR-3173-5p","hsa-miR-4677-3p","hsa-miR-24-3p","",""
"ALOX5AP","0.239","0.421","0.271","1","hsa-miR-24-3p","","","",""
"ATOX1","0.239","0.421","0.271","1","hsa-miR-6750-3p","","","",""
"CAPZA2","0.238","0.421","0.466","2","hsa-miR-503-5p","hsa-miR-6741-3p","","",""
"DNPEP","0.239","0.421","0.271","1","hsa-miR-24-3p","","","",""
"FARSA","0.239","0.421","0.271","1","hsa-miR-503-5p","","","",""
"FOXA1","0.239","0.421","0.271","1","hsa-miR-215-5p","","","",""
"GLYR1","0.239","0.421","0.271","1","hsa-miR-24-3p","","","",""
"GTF2B","0.239","0.421","0.271","1","hsa-miR-451b","","","",""
"HAND1","0.239","0.421","0.271","1","hsa-miR-2110","","","",""
"ICK","0.239","0.421","0.271","1","hsa-miR-215-5p","","","",""
"INSIG2","0.239","0.421","0.271","1","hsa-miR-2110","","","",""
"KCNIP3","0.239","0.421","0.271","1","hsa-miR-26b-3p","","","",""
"LEPROTL1","0.239","0.421","0.271","1","hsa-miR-24-3p","","","",""
"LFNG","0.239","0.421","0.271","1","hsa-miR-146a-5p","","","",""
"LIN9","0.239","0.421","0.271","1","hsa-miR-215-5p","","","",""
"MEN1","0.239","0.421","0.271","1","hsa-miR-24-3p","","","",""
"NCAM2","0.239","0.421","0.271","1","hsa-miR-26b-3p","","","",""
"PAK6","0.239","0.421","0.271","1","hsa-miR-215-5p","","","",""
"PPIB","0.239","0.421","0.271","1","hsa-miR-3184-5p","","","",""
"RPP30","0.239","0.421","0.271","1","hsa-miR-324-5p","","","",""
"SERPINC1","0.239","0.421","0.271","1","hsa-miR-6741-3p","","","",""
"TLK1","0.239","0.421","0.271","1","hsa-miR-503-5p","","","",""
"TMC7","0.239","0.421","0.271","1","hsa-miR-191-5p","","","",""
"TRMT10B","0.239","0.421","0.271","1","hsa-miR-6741-3p","","","",""
"TRPV1","0.239","0.421","0.271","1","hsa-miR-215-5p","","","",""
"WDR3","0.239","0.421","0.271","1","hsa-miR-6511a-3p","","","",""
"ACTR3B","0.246","0.422","0.279","1","hsa-miR-503-5p","","","",""
"ATP6V1E1","0.246","0.422","0.279","1","hsa-miR-3184-5p","","","",""
"C9orf170","0.246","0.422","0.279","1","hsa-miR-361-3p","","","",""
"CCDC59","0.246","0.422","0.279","1","hsa-miR-24-3p","","","",""
"CCDC88C","0.246","0.422","0.279","1","hsa-miR-191-5p","","","",""
"CDCA4","0.241","0.422","0.470","2","hsa-miR-215-5p","hsa-miR-503-5p","","",""
"CDK16","0.246","0.422","0.279","1","hsa-miR-3173-5p","","","",""
"CHD7","0.246","0.422","0.279","1","hsa-miR-215-5p","","","",""
"CLEC7A","0.246","0.422","0.279","1","hsa-miR-24-3p","","","",""
"COA4","0.246","0.422","0.279","1","hsa-miR-451b","","","",""
"CTTNBP2NL","0.246","0.422","0.279","1","hsa-miR-324-5p","","","",""
"DDN","0.246","0.422","0.279","1","hsa-miR-24-3p","","","",""
"DYRK1B","0.246","0.422","0.279","1","hsa-miR-324-5p","","","",""
"FAM177A1","0.246","0.422","0.279","1","hsa-miR-24-3p","","","",""
"FZD7","0.246","0.422","0.279","1","hsa-miR-215-5p","","","",""
"GLIS2","0.246","0.422","0.279","1","hsa-miR-2110","","","",""
"GPSM2","0.246","0.422","0.279","1","hsa-miR-215-5p","","","",""
"GSTO2","0.246","0.422","0.279","1","hsa-miR-24-3p","","","",""
"HOXA13","0.241","0.422","0.470","2","hsa-miR-215-5p","hsa-miR-451b","","",""
"HOXD9","0.246","0.422","0.279","1","hsa-miR-361-3p","","","",""
"KPNA3","0.246","0.422","0.279","1","hsa-miR-503-5p","","","",""
"MIPOL1","0.246","0.422","0.279","1","hsa-miR-215-5p","","","",""
"MOAP1","0.246","0.422","0.279","1","hsa-miR-215-5p","","","",""
"MRGBP","0.246","0.422","0.279","1","hsa-miR-503-5p","","","",""
"MRO","0.241","0.422","0.470","2","hsa-miR-2110","hsa-miR-24-3p","","",""
"NEDD4L","0.246","0.422","0.279","1","hsa-miR-24-3p","","","",""
"NIPAL1","0.246","0.422","0.279","1","hsa-miR-24-3p","","","",""
"NTN1","0.246","0.422","0.279","1","hsa-miR-361-3p","","","",""
"PRIM1","0.241","0.422","0.470","2","hsa-miR-215-5p","hsa-miR-24-3p","","",""
"PTAFR","0.246","0.422","0.279","1","hsa-miR-24-3p","","","",""
"QRSL1","0.246","0.422","0.279","1","hsa-miR-6741-3p","","","",""
"RAB8A","0.246","0.422","0.279","1","hsa-miR-3173-5p","","","",""
"RASGRP3","0.246","0.422","0.279","1","hsa-miR-24-3p","","","",""
"STEAP3","0.246","0.422","0.279","1","hsa-miR-24-3p","","","",""
"TBC1D22B","0.246","0.422","0.279","1","hsa-miR-215-5p","","","",""
"TMEM105","0.246","0.422","0.279","1","hsa-miR-24-3p","","","",""
"TMEM11","0.246","0.422","0.279","1","hsa-miR-3184-5p","","","",""
"TMEM196","0.246","0.422","0.279","1","hsa-miR-6750-3p","","","",""
"TMEM209","0.246","0.422","0.279","1","hsa-miR-24-3p","","","",""
"TRPC4AP","0.246","0.422","0.279","1","hsa-miR-324-5p","","","",""
"UBR3","0.246","0.422","0.279","1","hsa-miR-503-5p","","","",""
"WDR55","0.246","0.422","0.279","1","hsa-miR-24-3p","","","",""
"ZDHHC22","0.246","0.422","0.279","1","hsa-miR-6511a-3p","","","",""
"ZNF195","0.246","0.422","0.279","1","hsa-miR-6511a-3p","","","",""
"ABCD2","0.252","0.424","0.288","1","hsa-miR-3074-5p","","","",""
"ACAA2","0.252","0.424","0.288","1","hsa-miR-24-3p","","","",""
"AP5M1","0.252","0.424","0.288","1","hsa-miR-24-3p","","","",""
"AZIN1","0.252","0.424","0.288","1","hsa-miR-2110","","","",""
"BRD4","0.252","0.424","0.288","1","hsa-miR-2110","","","",""
"CCDC115","0.252","0.424","0.288","1","hsa-miR-3074-5p","","","",""
"CD40LG","0.252","0.424","0.288","1","hsa-miR-146a-5p","","","",""
"CDH8","0.252","0.424","0.288","1","hsa-miR-6741-3p","","","",""
"CHML","0.252","0.424","0.288","1","hsa-miR-215-5p","","","",""
"CSNK2A1","0.248","0.424","0.478","2","hsa-miR-3909","hsa-miR-2110","","",""
"EMC10","0.252","0.424","0.288","1","hsa-miR-361-3p","","","",""
"FGFR1OP2","0.252","0.424","0.288","1","hsa-miR-6741-3p","","","",""
"GABRB3","0.252","0.424","0.288","1","hsa-miR-24-3p","","","",""
"GPR82","0.252","0.424","0.288","1","hsa-miR-24-3p","","","",""
"GREB1","0.252","0.424","0.288","1","hsa-miR-24-3p","","","",""
"ICAM1","0.252","0.424","0.288","1","hsa-miR-146a-5p","","","",""
"IGDCC3","0.252","0.424","0.288","1","hsa-miR-324-5p","","","",""
"KCNJ10","0.252","0.424","0.288","1","hsa-miR-3909","","","",""
"KIAA0907","0.252","0.424","0.288","1","hsa-miR-324-5p","","","",""
"KIAA1671","0.252","0.424","0.288","1","hsa-miR-503-5p","","","",""
"LRIG2","0.248","0.424","0.478","2","hsa-miR-24-3p","hsa-miR-6741-3p","","",""
"LRRC8B","0.252","0.424","0.288","1","hsa-miR-6741-3p","","","",""
"MCAM","0.252","0.424","0.288","1","hsa-miR-215-5p","","","",""
"NARF","0.252","0.424","0.288","1","hsa-miR-24-3p","","","",""
"OGFOD1","0.252","0.424","0.288","1","hsa-miR-6741-3p","","","",""
"OXSR1","0.252","0.424","0.288","1","hsa-miR-24-3p","","","",""
"PAFAH2","0.252","0.424","0.288","1","hsa-miR-4677-3p","","","",""
"PCBP1","0.252","0.424","0.288","1","hsa-miR-1180-3p","","","",""
"PIAS4","0.252","0.424","0.288","1","hsa-miR-324-5p","","","",""
"PLEKHH1","0.252","0.424","0.288","1","hsa-miR-24-3p","","","",""
"PLEKHS1","0.252","0.424","0.288","1","hsa-miR-24-3p","","","",""
"PRKD3","0.252","0.424","0.288","1","hsa-miR-215-5p","","","",""
"RHBDD1","0.252","0.424","0.288","1","hsa-miR-2110","","","",""
"RPL23","0.252","0.424","0.288","1","hsa-miR-503-5p","","","",""
"SHANK3","0.252","0.424","0.288","1","hsa-miR-3184-5p","","","",""
"SNX19","0.252","0.424","0.288","1","hsa-miR-4677-3p","","","",""
"SPAG9","0.252","0.424","0.288","1","hsa-miR-215-5p","","","",""
"STS","0.252","0.424","0.288","1","hsa-miR-2110","","","",""
"TMEM236","0.252","0.424","0.288","1","hsa-miR-24-3p","","","",""
"TRIP11","0.252","0.424","0.288","1","hsa-miR-3909","","","",""
"UBA1","0.252","0.424","0.288","1","hsa-miR-324-5p","","","",""
"ZNF556","0.248","0.424","0.478","2","hsa-miR-24-3p","hsa-miR-6741-3p","","",""
"H3F3B","0.254","0.426","0.487","2","hsa-miR-324-5p","hsa-miR-361-3p","","",""
"ZNF703","0.254","0.426","0.487","2","hsa-miR-425-3p","hsa-miR-2110","","",""
"ABHD2","0.257","0.428","0.491","2","hsa-miR-24-3p","hsa-miR-6741-3p","","",""
"ADRA2B","0.259","0.428","0.296","1","hsa-miR-361-3p","","","",""
"ATAD2","0.259","0.428","0.296","1","hsa-miR-215-5p","","","",""
"B3GNT2","0.259","0.428","0.296","1","hsa-miR-24-3p","","","",""
"CCDC69","0.259","0.428","0.296","1","hsa-miR-24-3p","","","",""
"CDK14","0.259","0.428","0.296","1","hsa-miR-215-5p","","","",""
"CTDSPL","0.259","0.428","0.296","1","hsa-miR-503-5p","","","",""
"DST","0.259","0.428","0.296","1","hsa-miR-215-5p","","","",""
"HIST3H2BB","0.259","0.428","0.296","1","hsa-miR-24-3p","","","",""
"KCTD12","0.259","0.428","0.296","1","hsa-miR-215-5p","","","",""
"KPNA6","0.257","0.428","0.491","2","hsa-miR-24-3p","hsa-miR-6750-3p","","",""
"LARS","0.259","0.428","0.296","1","hsa-miR-215-5p","","","",""
"LINC00598","0.258","0.428","0.590","3","hsa-miR-3909","hsa-miR-6741-3p","hsa-let-7d-3p","",""
"MIB1","0.259","0.428","0.296","1","hsa-miR-215-5p","","","",""
"NAA20","0.259","0.428","0.296","1","hsa-miR-215-5p","","","",""
"PPP1R12A","0.259","0.428","0.296","1","hsa-miR-215-5p","","","",""
"PTPN14","0.257","0.428","0.491","2","hsa-miR-2110","hsa-miR-451b","","",""
"RAB43","0.259","0.428","0.296","1","hsa-miR-3909","","","",""
"RALGAPB","0.259","0.428","0.296","1","hsa-miR-503-5p","","","",""
"SF3B1","0.259","0.428","0.296","1","hsa-miR-6741-3p","","","",""
"SYK","0.259","0.428","0.296","1","hsa-miR-3074-5p","","","",""
"TESMIN","0.259","0.428","0.296","1","hsa-miR-24-3p","","","",""
"TLDC1","0.259","0.428","0.296","1","hsa-miR-26b-3p","","","",""
"USP9X","0.259","0.428","0.296","1","hsa-miR-1180-3p","","","",""
"ZBTB40","0.259","0.428","0.296","1","hsa-miR-6511a-3p","","","",""
"ZNF285","0.259","0.428","0.296","1","hsa-miR-3173-5p","","","",""
"ZNF783","0.259","0.428","0.296","1","hsa-miR-24-3p","","","",""
"ZNF805","0.257","0.428","0.491","2","hsa-miR-6750-3p","hsa-miR-3184-5p","","",""
"AMBRA1","0.265","0.430","0.305","1","hsa-miR-24-3p","","","",""
"APOPT1","0.265","0.430","0.305","1","hsa-miR-6741-3p","","","",""
"ARHGEF26","0.265","0.430","0.305","1","hsa-miR-215-5p","","","",""
"C1QTNF6","0.265","0.430","0.305","1","hsa-miR-24-3p","","","",""
"CACNB2","0.265","0.430","0.305","1","hsa-miR-2110","","","",""
"COPZ1","0.265","0.430","0.305","1","hsa-miR-2110","","","",""
"CTDSP1","0.265","0.430","0.305","1","hsa-miR-24-3p","","","",""
"DCUN1D5","0.265","0.430","0.305","1","hsa-miR-215-5p","","","",""
"DDX3X","0.264","0.430","0.499","2","hsa-miR-215-5p","hsa-miR-503-5p","","",""
"EPB41L4B","0.265","0.430","0.305","1","hsa-miR-2110","","","",""
"FN3KRP","0.265","0.430","0.305","1","hsa-miR-191-5p","","","",""
"GIMAP4","0.265","0.430","0.305","1","hsa-miR-146a-5p","","","",""
"ITPRIPL1","0.265","0.430","0.305","1","hsa-miR-6741-3p","","","",""
"KIF18B","0.265","0.430","0.305","1","hsa-miR-24-3p","","","",""
"LAMP2","0.265","0.430","0.305","1","hsa-miR-451b","","","",""
"LHFPL3","0.265","0.430","0.305","1","hsa-miR-361-3p","","","",""
"MAK16","0.265","0.430","0.305","1","hsa-miR-24-3p","","","",""
